QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
554,Brick Wall,brick-wall,Medium,54.301032010536076,False,"array,hash-table",algorithms
555,Split Concatenated Strings,split-concatenated-strings,Medium,43.471358645323456,True,"array,string,greedy",algorithms
556,Next Greater Element III,next-greater-element-iii,Medium,33.91620468926457,False,"math,two-pointers,string",algorithms
557,Reverse Words in a String III,reverse-words-in-a-string-iii,Easy,82.88604189969053,False,"two-pointers,string",algorithms
558,Logical OR of Two Binary Grids Represented as Quad-Trees,logical-or-of-two-binary-grids-represented-as-quad-trees,Medium,49.049199043847445,False,"divide-and-conquer,tree",algorithms
559,Maximum Depth of N-ary Tree,maximum-depth-of-n-ary-tree,Easy,71.87711389747226,False,"tree,depth-first-search,breadth-first-search",algorithms
560,Subarray Sum Equals K,subarray-sum-equals-k,Medium,43.24308560850201,False,"array,hash-table,prefix-sum",algorithms
561,Array Partition,array-partition,Easy,78.0120277188476,False,"array,greedy,sorting,counting-sort",algorithms
562,Longest Line of Consecutive One in Matrix,longest-line-of-consecutive-one-in-matrix,Medium,50.316699825409074,True,"array,dynamic-programming,matrix",algorithms
563,Binary Tree Tilt,binary-tree-tilt,Easy,61.01523059028433,False,"tree,depth-first-search,binary-tree",algorithms
564,Find the Closest Palindrome,find-the-closest-palindrome,Hard,21.80224093864918,False,"math,string",algorithms
565,Array Nesting,array-nesting,Medium,56.33668314799279,False,"array,depth-first-search",algorithms
566,Reshape the Matrix,reshape-the-matrix,Easy,63.00401369172762,False,"array,matrix,simulation",algorithms
567,Permutation in String,permutation-in-string,Medium,44.19046154261592,False,"hash-table,two-pointers,string,sliding-window",algorithms
568,Maximum Vacation Days,maximum-vacation-days,Hard,45.363433268739435,True,"array,dynamic-programming,matrix",algorithms
569,Median Employee Salary,median-employee-salary,Hard,66.39637704507214,True,database,database
570,Managers with at Least 5 Direct Reports,managers-with-at-least-5-direct-reports,Medium,54.23224495278364,False,database,database
571,Find Median Given Frequency of Numbers,find-median-given-frequency-of-numbers,Hard,42.61379188201388,True,database,database
572,Subtree of Another Tree,subtree-of-another-tree,Easy,47.17720587772965,False,"tree,depth-first-search,string-matching,binary-tree,hash-function",algorithms
573,Squirrel Simulation,squirrel-simulation,Medium,56.680491176709765,True,"array,math",algorithms
574,Winning Candidate,winning-candidate,Medium,60.134146096930074,True,database,database
575,Distribute Candies,distribute-candies,Easy,67.06360702135787,False,"array,hash-table",algorithms
576,Out of Boundary Paths,out-of-boundary-paths,Medium,44.23656641248577,False,dynamic-programming,algorithms
577,Employee Bonus,employee-bonus,Easy,73.77809224123484,False,database,database
578,Get Highest Answer Rate Question,get-highest-answer-rate-question,Medium,40.54430716712861,True,database,database
579,Find Cumulative Salary of an Employee,find-cumulative-salary-of-an-employee,Hard,45.96530545666019,True,database,database
580,Count Student Number in Departments,count-student-number-in-departments,Medium,58.683299709415316,True,database,database
581,Shortest Unsorted Continuous Subarray,shortest-unsorted-continuous-subarray,Medium,36.63492314563251,False,"array,two-pointers,stack,greedy,sorting,monotonic-stack",algorithms
582,Kill Process,kill-process,Medium,69.04582956838968,True,"array,hash-table,tree,depth-first-search,breadth-first-search",algorithms
583,Delete Operation for Two Strings,delete-operation-for-two-strings,Medium,60.99509874355413,False,"string,dynamic-programming",algorithms
584,Find Customer Referee,find-customer-referee,Easy,68.89913566663063,False,database,database
585,Investments in 2016,investments-in-2016,Medium,47.30793712293131,False,database,database
586,Customer Placing the Largest Number of Orders,customer-placing-the-largest-number-of-orders,Easy,65.34265195895634,False,database,database
587,Erect the Fence,erect-the-fence,Hard,51.87946712569696,False,"array,math,geometry",algorithms
588,Design In-Memory File System,design-in-memory-file-system,Hard,48.39275554712687,True,"hash-table,string,design,trie",algorithms
589,N-ary Tree Preorder Traversal,n-ary-tree-preorder-traversal,Easy,75.3436527051636,False,"stack,tree,depth-first-search",algorithms
590,N-ary Tree Postorder Traversal,n-ary-tree-postorder-traversal,Easy,77.61267810410003,False,"stack,tree,depth-first-search",algorithms
591,Tag Validator,tag-validator,Hard,37.64558955284663,False,"string,stack",algorithms
592,Fraction Addition and Subtraction,fraction-addition-and-subtraction,Medium,52.85236458236551,False,"math,string,simulation",algorithms
593,Valid Square,valid-square,Medium,43.90399174122505,False,"math,geometry",algorithms
594,Longest Harmonious Subsequence,longest-harmonious-subsequence,Easy,54.08683161131519,False,"array,hash-table,sorting",algorithms
595,Big Countries,big-countries,Easy,68.49247981108537,False,database,database
596,Classes More Than 5 Students,classes-more-than-5-students,Easy,51.660423534925194,False,database,database
597,Friend Requests I: Overall Acceptance Rate,friend-requests-i-overall-acceptance-rate,Easy,42.10392482688066,True,database,database
598,Range Addition II,range-addition-ii,Easy,55.694149494760914,False,"array,math",algorithms
599,Minimum Index Sum of Two Lists,minimum-index-sum-of-two-lists,Easy,54.45162304899943,False,"array,hash-table,string",algorithms
600,Non-negative Integers without Consecutive Ones,non-negative-integers-without-consecutive-ones,Hard,39.62400963968479,False,dynamic-programming,algorithms
601,Human Traffic of Stadium,human-traffic-of-stadium,Hard,48.52372754734141,False,database,database
602,Friend Requests II: Who Has the Most Friends,friend-requests-ii-who-has-the-most-friends,Medium,56.89926222610715,False,database,database
603,Consecutive Available Seats,consecutive-available-seats,Easy,66.36695443485218,True,database,database
604,Design Compressed String Iterator,design-compressed-string-iterator,Easy,39.629863567458315,True,"array,hash-table,string,design,iterator",algorithms
605,Can Place Flowers,can-place-flowers,Easy,29.90656731883496,False,"array,greedy",algorithms
606,Construct String from Binary Tree,construct-string-from-binary-tree,Easy,64.81625327743582,False,"string,tree,depth-first-search,binary-tree",algorithms
607,Sales Person,sales-person,Easy,66.12532400017574,False,database,database
608,Tree Node,tree-node,Medium,71.52054218606749,False,database,database
609,Find Duplicate File in System,find-duplicate-file-in-system,Medium,67.60297912053727,False,"array,hash-table,string",algorithms
610,Triangle Judgement,triangle-judgement,Easy,70.50386263409753,False,database,database
611,Valid Triangle Number,valid-triangle-number,Medium,50.804620894920035,False,"array,two-pointers,binary-search,greedy,sorting",algorithms
612,Shortest Distance in a Plane,shortest-distance-in-a-plane,Medium,61.98268801490309,True,database,database
613,Shortest Distance in a Line,shortest-distance-in-a-line,Easy,80.31037593984962,True,database,database
614,Second Degree Follower,second-degree-follower,Medium,37.943731836095004,True,database,database
615,Average Salary: Departments VS Company,average-salary-departments-vs-company,Hard,55.987403662882244,True,database,database
616,Add Bold Tag in String,add-bold-tag-in-string,Medium,49.31785345127892,True,"array,hash-table,string,trie,string-matching",algorithms
617,Merge Two Binary Trees,merge-two-binary-trees,Easy,78.79845844867829,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
618,Students Report By Geography,students-report-by-geography,Hard,63.66268237452346,True,database,database
619,Biggest Single Number,biggest-single-number,Easy,57.36057816803597,False,database,database
620,Not Boring Movies,not-boring-movies,Easy,72.70542309480118,False,database,database
621,Task Scheduler,task-scheduler,Medium,57.62166347456721,False,"array,hash-table,greedy,sorting,heap-priority-queue,counting",algorithms
622,Design Circular Queue,design-circular-queue,Medium,51.318775369601575,False,"array,linked-list,design,queue",algorithms
623,Add One Row to Tree,add-one-row-to-tree,Medium,59.535746534533764,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
624,Maximum Distance in Arrays,maximum-distance-in-arrays,Medium,41.55141014913619,True,"array,greedy",algorithms
625,Minimum Factorization,minimum-factorization,Medium,33.50091407678245,True,"math,greedy",algorithms
626,Exchange Seats,exchange-seats,Medium,68.52931093589304,False,database,database
627,Swap Salary,swap-salary,Easy,82.99258808442194,False,database,database
628,Maximum Product of Three Numbers,maximum-product-of-three-numbers,Easy,45.257736451676166,False,"array,math,sorting",algorithms
629,K Inverse Pairs Array,k-inverse-pairs-array,Hard,42.6004724768031,False,dynamic-programming,algorithms
630,Course Schedule III,course-schedule-iii,Hard,40.125762109383786,False,"array,greedy,sorting,heap-priority-queue",algorithms
631,Design Excel Sum Formula,design-excel-sum-formula,Hard,43.6961128690452,True,"array,graph,design,topological-sort,matrix",algorithms
632,Smallest Range Covering Elements from K Lists,smallest-range-covering-elements-from-k-lists,Hard,61.988821006109454,False,"array,hash-table,greedy,sliding-window,sorting,heap-priority-queue",algorithms
633,Sum of Square Numbers,sum-of-square-numbers,Medium,34.05894129865753,False,"math,two-pointers,binary-search",algorithms
634,Find the Derangement of An Array,find-the-derangement-of-an-array,Medium,41.95453662327569,True,"math,dynamic-programming",algorithms
635,Design Log Storage System,design-log-storage-system,Medium,61.88203266787659,True,"hash-table,string,design,ordered-set",algorithms
636,Exclusive Time of Functions,exclusive-time-of-functions,Medium,61.52046673449137,False,"array,stack",algorithms
637,Average of Levels in Binary Tree,average-of-levels-in-binary-tree,Easy,72.04158599153807,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
638,Shopping Offers,shopping-offers,Medium,52.350670628419095,False,"array,dynamic-programming,backtracking,bit-manipulation,memoization,bitmask",algorithms
639,Decode Ways II,decode-ways-ii,Hard,30.492532159198827,False,"string,dynamic-programming",algorithms
640,Solve the Equation,solve-the-equation,Medium,43.60400444938821,False,"math,string,simulation",algorithms
641,Design Circular Deque,design-circular-deque,Medium,56.753180111810295,False,"array,linked-list,design,queue",algorithms
642,Design Search Autocomplete System,design-search-autocomplete-system,Hard,48.6758630195619,True,"string,design,trie,data-stream",algorithms
643,Maximum Average Subarray I,maximum-average-subarray-i,Easy,43.09460694454094,False,"array,sliding-window",algorithms
644,Maximum Average Subarray II,maximum-average-subarray-ii,Hard,36.391670227192506,True,"array,binary-search,prefix-sum",algorithms
645,Set Mismatch,set-mismatch,Easy,42.49476446652899,False,"array,hash-table,bit-manipulation,sorting",algorithms
646,Maximum Length of Pair Chain,maximum-length-of-pair-chain,Medium,59.5360888749079,False,"array,dynamic-programming,greedy,sorting",algorithms
647,Palindromic Substrings,palindromic-substrings,Medium,67.97714718091179,False,"string,dynamic-programming",algorithms
648,Replace Words,replace-words,Medium,62.73624906182683,False,"array,hash-table,string,trie",algorithms
649,Dota2 Senate,dota2-senate,Medium,47.497129284788045,False,"string,greedy,queue",algorithms
650,2 Keys Keyboard,2-keys-keyboard,Medium,53.79821135087831,False,"math,dynamic-programming",algorithms
651,4 Keys Keyboard,4-keys-keyboard,Medium,56.080269166065854,True,"math,dynamic-programming",algorithms
652,Find Duplicate Subtrees,find-duplicate-subtrees,Medium,59.221023896033984,False,"hash-table,tree,depth-first-search,binary-tree",algorithms
653,Two Sum IV - Input is a BST,two-sum-iv-input-is-a-bst,Easy,61.11510098052575,False,"hash-table,two-pointers,tree,depth-first-search,breadth-first-search,binary-search-tree,binary-tree",algorithms
654,Maximum Binary Tree,maximum-binary-tree,Medium,85.12635985345615,False,"array,divide-and-conquer,stack,tree,monotonic-stack,binary-tree",algorithms
655,Print Binary Tree,print-binary-tree,Medium,62.71105495139642,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
656,Coin Path,coin-path,Hard,31.94460553480712,True,"array,dynamic-programming",algorithms
657,Robot Return to Origin,robot-return-to-origin,Easy,75.51315974291713,False,"string,simulation",algorithms
658,Find K Closest Elements,find-k-closest-elements,Medium,46.99443976740999,False,"array,two-pointers,binary-search,sliding-window,sorting,heap-priority-queue",algorithms
659,Split Array into Consecutive Subsequences,split-array-into-consecutive-subsequences,Medium,50.914643947918336,False,"array,hash-table,greedy,heap-priority-queue",algorithms
660,Remove 9,remove-9,Hard,57.35847000490383,True,math,algorithms
661,Image Smoother,image-smoother,Easy,56.0610707088408,False,"array,matrix",algorithms
662,Maximum Width of Binary Tree,maximum-width-of-binary-tree,Medium,42.71373565188134,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
663,Equal Tree Partition,equal-tree-partition,Medium,41.44883832499486,True,"tree,depth-first-search,binary-tree",algorithms
664,Strange Printer,strange-printer,Hard,55.012468053041665,False,"string,dynamic-programming",algorithms
665,Non-decreasing Array,non-decreasing-array,Medium,24.492425619083804,False,array,algorithms
666,Path Sum IV,path-sum-iv,Medium,60.4493488883174,True,"array,hash-table,tree,depth-first-search,binary-tree",algorithms
667,Beautiful Arrangement II,beautiful-arrangement-ii,Medium,60.030374154355925,False,"array,math",algorithms
668,Kth Smallest Number in Multiplication Table,kth-smallest-number-in-multiplication-table,Hard,51.509607373240215,False,"math,binary-search",algorithms
669,Trim a Binary Search Tree,trim-a-binary-search-tree,Medium,66.28377865132265,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
670,Maximum Swap,maximum-swap,Medium,48.05374627668796,False,"math,greedy",algorithms
671,Second Minimum Node In a Binary Tree,second-minimum-node-in-a-binary-tree,Easy,44.3103592499102,False,"tree,depth-first-search,binary-tree",algorithms
672,Bulb Switcher II,bulb-switcher-ii,Medium,50.32404560291405,False,"math,bit-manipulation,depth-first-search,breadth-first-search",algorithms
673,Number of Longest Increasing Subsequence,number-of-longest-increasing-subsequence,Medium,47.647098576320055,False,"array,dynamic-programming,binary-indexed-tree,segment-tree",algorithms
674,Longest Continuous Increasing Subsequence,longest-continuous-increasing-subsequence,Easy,49.70112717750199,False,array,algorithms
675,Cut Off Trees for Golf Event,cut-off-trees-for-golf-event,Hard,34.139034520324095,False,"array,breadth-first-search,heap-priority-queue,matrix",algorithms
676,Implement Magic Dictionary,implement-magic-dictionary,Medium,57.02679953705791,False,"hash-table,string,depth-first-search,design,trie",algorithms
677,Map Sum Pairs,map-sum-pairs,Medium,56.66604579931498,False,"hash-table,string,design,trie",algorithms
678,Valid Parenthesis String,valid-parenthesis-string,Medium,34.53395390767597,False,"string,dynamic-programming,stack,greedy",algorithms
679,24 Game,24-game,Hard,49.217333554706954,False,"array,math,backtracking",algorithms
680,Valid Palindrome II,valid-palindrome-ii,Easy,39.80449187968919,False,"two-pointers,string,greedy",algorithms
681,Next Closest Time,next-closest-time,Medium,46.446541020647366,True,"string,enumeration",algorithms
682,Baseball Game,baseball-game,Easy,75.2834226222094,False,"array,stack,simulation",algorithms
683,K Empty Slots,k-empty-slots,Hard,37.003819145004314,True,"array,binary-indexed-tree,sliding-window,ordered-set",algorithms
684,Redundant Connection,redundant-connection,Medium,62.523087887396436,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
685,Redundant Connection II,redundant-connection-ii,Hard,34.1727273199869,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
686,Repeated String Match,repeated-string-match,Medium,34.52184105087209,False,"string,string-matching",algorithms
687,Longest Univalue Path,longest-univalue-path,Medium,40.88428794880061,False,"tree,depth-first-search,binary-tree",algorithms
688,Knight Probability in Chessboard,knight-probability-in-chessboard,Medium,56.17104133447811,False,dynamic-programming,algorithms
689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,Hard,49.180027097211244,False,"array,dynamic-programming",algorithms
690,Employee Importance,employee-importance,Medium,66.21958242156008,False,"hash-table,depth-first-search,breadth-first-search",algorithms
691,Stickers to Spell Word,stickers-to-spell-word,Hard,46.95765459154303,False,"array,string,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
692,Top K Frequent Words,top-k-frequent-words,Medium,57.58382012477215,False,"hash-table,string,trie,sorting,heap-priority-queue,bucket-sort,counting",algorithms
693,Binary Number with Alternating Bits,binary-number-with-alternating-bits,Easy,61.94946859033964,False,bit-manipulation,algorithms
694,Number of Distinct Islands,number-of-distinct-islands,Medium,61.01613857931895,True,"hash-table,depth-first-search,breadth-first-search,union-find,hash-function",algorithms
695,Max Area of Island,max-area-of-island,Medium,71.86623290113407,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
696,Count Binary Substrings,count-binary-substrings,Easy,65.49710126641122,False,"two-pointers,string",algorithms
697,Degree of an Array,degree-of-an-array,Easy,56.202307769108984,False,"array,hash-table",algorithms
698,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,Medium,38.79778655059554,False,"array,dynamic-programming,backtracking,bit-manipulation,memoization,bitmask",algorithms
699,Falling Squares,falling-squares,Hard,44.79213798345791,False,"array,segment-tree,ordered-set",algorithms
700,Search in a Binary Search Tree,search-in-a-binary-search-tree,Easy,78.86257500439422,False,"tree,binary-search-tree,binary-tree",algorithms
701,Insert into a Binary Search Tree,insert-into-a-binary-search-tree,Medium,73.88016656263086,False,"tree,binary-search-tree,binary-tree",algorithms
702,Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,Medium,71.73648775014027,True,"array,binary-search,interactive",algorithms
703,Kth Largest Element in a Stream,kth-largest-element-in-a-stream,Easy,56.57132359344412,False,"tree,design,binary-search-tree,heap-priority-queue,binary-tree,data-stream",algorithms
704,Binary Search,binary-search,Easy,56.800244708172166,False,"array,binary-search",algorithms
705,Design HashSet,design-hashset,Easy,67.12380133212963,False,"array,hash-table,linked-list,design,hash-function",algorithms
706,Design HashMap,design-hashmap,Easy,65.92391411115258,False,"array,hash-table,linked-list,design,hash-function",algorithms
707,Design Linked List,design-linked-list,Medium,27.973170521970935,False,"linked-list,design",algorithms
708,Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,Medium,35.02134754194062,True,linked-list,algorithms
709,To Lower Case,to-lower-case,Easy,82.86553785390728,False,string,algorithms
710,Random Pick with Blacklist,random-pick-with-blacklist,Hard,33.43363194966833,False,"array,hash-table,math,binary-search,sorting,randomized",algorithms
711,Number of Distinct Islands II,number-of-distinct-islands-ii,Hard,52.54434870755195,True,"hash-table,depth-first-search,breadth-first-search,union-find,hash-function",algorithms
712,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,Medium,64.90900180651113,False,"string,dynamic-programming",algorithms
713,Subarray Product Less Than K,subarray-product-less-than-k,Medium,46.65487839434163,False,"array,sliding-window",algorithms
714,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,Medium,68.13050395405543,False,"array,dynamic-programming,greedy",algorithms
715,Range Module,range-module,Hard,44.42183484964234,False,"design,segment-tree,ordered-set",algorithms
716,Max Stack,max-stack,Hard,45.092163240104654,True,"linked-list,stack,design,doubly-linked-list,ordered-set",algorithms
717,1-bit and 2-bit Characters,1-bit-and-2-bit-characters,Easy,45.245023357906675,False,array,algorithms
718,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,Medium,51.01089124653099,False,"array,binary-search,dynamic-programming,sliding-window,rolling-hash,hash-function",algorithms
719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,Hard,37.288657599268085,False,"array,two-pointers,binary-search,sorting",algorithms
720,Longest Word in Dictionary,longest-word-in-dictionary,Medium,52.17270895356506,False,"array,hash-table,string,trie,sorting",algorithms
721,Accounts Merge,accounts-merge,Medium,56.65691204555885,False,"array,hash-table,string,depth-first-search,breadth-first-search,union-find,sorting",algorithms
722,Remove Comments,remove-comments,Medium,38.44050873647926,False,"array,string",algorithms
723,Candy Crush,candy-crush,Medium,76.92307692307693,True,"array,two-pointers,matrix,simulation",algorithms
724,Find Pivot Index,find-pivot-index,Easy,56.33643014058332,False,"array,prefix-sum",algorithms
725,Split Linked List in Parts,split-linked-list-in-parts,Medium,63.79787622581229,False,linked-list,algorithms
726,Number of Atoms,number-of-atoms,Hard,52.55673363095238,False,"hash-table,string,stack,sorting",algorithms
727,Minimum Window Subsequence,minimum-window-subsequence,Hard,43.20922319052754,True,"string,dynamic-programming,sliding-window",algorithms
728,Self Dividing Numbers,self-dividing-numbers,Easy,78.14275518486383,False,math,algorithms
729,My Calendar I,my-calendar-i,Medium,56.61197043576235,False,"binary-search,design,segment-tree,ordered-set",algorithms
730,Count Different Palindromic Subsequences,count-different-palindromic-subsequences,Hard,44.89014026561757,False,"string,dynamic-programming",algorithms
731,My Calendar II,my-calendar-ii,Medium,55.23366658916531,False,"binary-search,design,segment-tree,ordered-set",algorithms
732,My Calendar III,my-calendar-iii,Hard,71.57052416665981,False,"binary-search,design,segment-tree,ordered-set",algorithms
733,Flood Fill,flood-fill,Easy,63.214521918961196,False,"array,depth-first-search,breadth-first-search,matrix",algorithms
734,Sentence Similarity,sentence-similarity,Easy,44.11471183433593,True,"array,hash-table,string",algorithms
735,Asteroid Collision,asteroid-collision,Medium,45.02542835315945,False,"array,stack,simulation",algorithms
736,Parse Lisp Expression,parse-lisp-expression,Hard,51.497678964085026,False,"hash-table,string,stack,recursion",algorithms
737,Sentence Similarity II,sentence-similarity-ii,Medium,49.43319956647822,True,"array,hash-table,string,depth-first-search,breadth-first-search,union-find",algorithms
738,Monotone Increasing Digits,monotone-increasing-digits,Medium,47.58059825911637,False,"math,greedy",algorithms
739,Daily Temperatures,daily-temperatures,Medium,65.89655880078253,False,"array,stack,monotonic-stack",algorithms
740,Delete and Earn,delete-and-earn,Medium,56.606636563146914,False,"array,hash-table,dynamic-programming",algorithms
741,Cherry Pickup,cherry-pickup,Hard,36.56736689605216,False,"array,dynamic-programming,matrix",algorithms
742,Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,Medium,46.078360333316084,True,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
743,Network Delay Time,network-delay-time,Medium,52.96611464469826,False,"depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
744,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,Easy,51.35876505927482,False,"array,binary-search",algorithms
745,Prefix and Suffix Search,prefix-and-suffix-search,Hard,41.010178826800555,False,"hash-table,string,design,trie",algorithms
746,Min Cost Climbing Stairs,min-cost-climbing-stairs,Easy,65.09883543091716,False,"array,dynamic-programming",algorithms
747,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,Easy,48.06616567146579,False,"array,sorting",algorithms
748,Shortest Completing Word,shortest-completing-word,Easy,59.297018448893944,False,"array,hash-table,string",algorithms
749,Contain Virus,contain-virus,Hard,51.227407607229566,False,"array,depth-first-search,breadth-first-search,matrix,simulation",algorithms
750,Number Of Corner Rectangles,number-of-corner-rectangles,Medium,67.62925261184034,True,"array,math,dynamic-programming,matrix",algorithms
751,IP to CIDR,ip-to-cidr,Medium,54.53239255933291,True,"string,bit-manipulation",algorithms
752,Open the Lock,open-the-lock,Medium,55.8574793357447,False,"array,hash-table,string,breadth-first-search",algorithms
753,Cracking the Safe,cracking-the-safe,Hard,56.36334196891192,False,"depth-first-search,graph,eulerian-circuit",algorithms
754,Reach a Number,reach-a-number,Medium,42.869681553629704,False,"math,binary-search",algorithms
755,Pour Water,pour-water,Medium,46.604898443750486,True,"array,simulation",algorithms
756,Pyramid Transition Matrix,pyramid-transition-matrix,Medium,52.500499433974824,False,"bit-manipulation,depth-first-search,breadth-first-search",algorithms
757,Set Intersection Size At Least Two,set-intersection-size-at-least-two,Hard,43.968302974168985,False,"array,greedy,sorting",algorithms
758,Bold Words in String,bold-words-in-string,Medium,51.12381483547128,True,"array,hash-table,string,trie,string-matching",algorithms
759,Employee Free Time,employee-free-time,Hard,71.9322917471552,True,"array,sorting,heap-priority-queue",algorithms
760,Find Anagram Mappings,find-anagram-mappings,Easy,83.48004795341669,True,"array,hash-table",algorithms
761,Special Binary String,special-binary-string,Hard,60.72264592614967,False,"string,recursion",algorithms
762,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,Easy,68.761548428647,False,"math,bit-manipulation",algorithms
763,Partition Labels,partition-labels,Medium,79.77053797164528,False,"hash-table,two-pointers,string,greedy",algorithms
764,Largest Plus Sign,largest-plus-sign,Medium,48.19873095351146,False,"array,dynamic-programming",algorithms
765,Couples Holding Hands,couples-holding-hands,Hard,56.81440387735074,False,"greedy,depth-first-search,breadth-first-search,union-find,graph",algorithms
766,Toeplitz Matrix,toeplitz-matrix,Easy,68.53583347016556,False,"array,matrix",algorithms
767,Reorganize String,reorganize-string,Medium,54.35293275195639,False,"hash-table,string,greedy,sorting,heap-priority-queue,counting",algorithms
768,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,Hard,52.90123176219262,False,"array,stack,greedy,sorting,monotonic-stack",algorithms
769,Max Chunks To Make Sorted,max-chunks-to-make-sorted,Medium,58.21318963671401,False,"array,stack,greedy,sorting,monotonic-stack",algorithms
770,Basic Calculator IV,basic-calculator-iv,Hard,54.93029008320216,False,"hash-table,math,string,stack,recursion",algorithms
771,Jewels and Stones,jewels-and-stones,Easy,88.34808574368758,False,"hash-table,string",algorithms
772,Basic Calculator III,basic-calculator-iii,Hard,49.572246253331585,True,"math,string,stack,recursion",algorithms
773,Sliding Puzzle,sliding-puzzle,Hard,64.45800451363434,False,"array,breadth-first-search,matrix",algorithms
774,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,Hard,51.9659671419163,True,"array,binary-search",algorithms
775,Global and Local Inversions,global-and-local-inversions,Medium,42.66943796188254,False,"array,math",algorithms
776,Split BST,split-bst,Medium,83.02581552126266,True,"tree,binary-search-tree,recursion,binary-tree",algorithms
777,Swap Adjacent in LR String,swap-adjacent-in-lr-string,Medium,36.78269097204747,False,"two-pointers,string",algorithms
778,Swim in Rising Water,swim-in-rising-water,Hard,60.27362675152027,False,"array,binary-search,depth-first-search,breadth-first-search,union-find,heap-priority-queue,matrix",algorithms
779,K-th Symbol in Grammar,k-th-symbol-in-grammar,Medium,46.16356836866943,False,"math,bit-manipulation,recursion",algorithms
780,Reaching Points,reaching-points,Hard,32.83040167595643,False,math,algorithms
781,Rabbits in Forest,rabbits-in-forest,Medium,53.91872430130867,False,"array,hash-table,math,greedy",algorithms
782,Transform to Chessboard,transform-to-chessboard,Hard,51.33661515453639,False,"array,math,bit-manipulation,matrix",algorithms
783,Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes,Easy,59.478814909206754,False,"tree,depth-first-search,breadth-first-search,binary-search-tree,binary-tree",algorithms
784,Letter Case Permutation,letter-case-permutation,Medium,74.00421830911377,False,"string,backtracking,bit-manipulation",algorithms
785,Is Graph Bipartite?,is-graph-bipartite,Medium,55.13464869457714,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
786,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,Medium,53.03319960149708,False,"array,binary-search,sorting,heap-priority-queue",algorithms
787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium,37.3500833470848,False,"dynamic-programming,depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
788,Rotated Digits,rotated-digits,Medium,56.45431428301162,False,"math,dynamic-programming",algorithms
789,Escape The Ghosts,escape-the-ghosts,Medium,61.32312072120924,False,"array,math",algorithms
790,Domino and Tromino Tiling,domino-and-tromino-tiling,Medium,51.46862057980248,False,dynamic-programming,algorithms
791,Custom Sort String,custom-sort-string,Medium,69.16507154695488,False,"hash-table,string,sorting",algorithms
792,Number of Matching Subsequences,number-of-matching-subsequences,Medium,51.25454697689996,False,"array,hash-table,string,binary-search,dynamic-programming,trie,sorting",algorithms
793,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,Hard,43.682628524046436,False,"math,binary-search",algorithms
794,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,Medium,34.89658609519063,False,"array,matrix",algorithms
795,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,Medium,52.850325450030034,False,"array,two-pointers",algorithms
796,Rotate String,rotate-string,Easy,56.79085126659427,False,"string,string-matching",algorithms
797,All Paths From Source to Target,all-paths-from-source-to-target,Medium,82.3901983358266,False,"backtracking,depth-first-search,breadth-first-search,graph",algorithms
798,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,Hard,50.583303673824496,False,"array,prefix-sum",algorithms
799,Champagne Tower,champagne-tower,Medium,57.920524752632495,False,dynamic-programming,algorithms
800,Similar RGB Color,similar-rgb-color,Easy,67.10847715532775,True,"math,string,enumeration",algorithms
