problem_name,bug_path,correct_path,debugged_path,bug_type,ngram_match,weighted_ngram_match,syntax_match,dataflow_match,codebleu_bug,codebleu_debugged,difference
Design Bitset_nobug,../data/formatted/buggy_codes/Design Bitset_nobug.java,../data/formatted/correct_codes/Design Bitset.java,../data/formatted/debugged_codes_f_n/Design Bitset_nobug.java,nobug,,,,,0.8853482658834608,0.7902805945310418,-0.095067671352419
Design Browser History_character,../data/formatted/buggy_codes/Design Browser History_character.java,../data/formatted/correct_codes/Design Browser History.java,../data/formatted/debugged_codes_f_n/Design Browser History_character.java,character,,,,,0.8869476387772592,0.8869476387772592,0.0
Design Circular Deque_character,../data/formatted/buggy_codes/Design Circular Deque_character.java,../data/formatted/correct_codes/Design Circular Deque.java,../data/formatted/debugged_codes_f_n/Design Circular Deque_character.java,character,,,,,0.7500551231316736,0.2958804402539178,-0.45417468287775575
Design Circular Queue_operation,../data/formatted/buggy_codes/Design Circular Queue_operation.java,../data/formatted/correct_codes/Design Circular Queue.java,../data/formatted/debugged_codes_f_n/Design Circular Queue_operation.java,operation,,,,,0.8933025474550447,0.8007197892995073,-0.0925827581555374
Design Front Middle Back Queue_nobug,../data/formatted/buggy_codes/Design Front Middle Back Queue_nobug.java,../data/formatted/correct_codes/Design Front Middle Back Queue.java,../data/formatted/debugged_codes_f_n/Design Front Middle Back Queue_nobug.java,nobug,,,,,0.8461323149947326,0.6104330088170191,-0.2356993061777135
Design HashMap_operation,../data/formatted/buggy_codes/Design HashMap_operation.java,../data/formatted/correct_codes/Design HashMap.java,../data/formatted/debugged_codes_f_n/Design HashMap_operation.java,operation,,,,,0.9018447749399301,0.8708601851411588,-0.030984589798771278
Design HashSet_value,../data/formatted/buggy_codes/Design HashSet_value.java,../data/formatted/correct_codes/Design HashSet.java,../data/formatted/debugged_codes_f_n/Design HashSet_value.java,value,,,,,0.8829424579792422,0.9000154211212519,0.01707296314200968
Design Linked List_nobug,../data/formatted/buggy_codes/Design Linked List_nobug.java,../data/formatted/correct_codes/Design Linked List.java,../data/formatted/debugged_codes_f_n/Design Linked List_nobug.java,nobug,,,,,0.8806081595982649,0.8528097183455989,-0.02779844125266595
Design Memory Allocator_operation,../data/formatted/buggy_codes/Design Memory Allocator_operation.java,../data/formatted/correct_codes/Design Memory Allocator.java,../data/formatted/debugged_codes_f_n/Design Memory Allocator_operation.java,operation,,,,,0.9196217422189793,0.8932746923560154,-0.02634704986296388
Design Movie Rental System_value,../data/formatted/buggy_codes/Design Movie Rental System_value.java,../data/formatted/correct_codes/Design Movie Rental System.java,../data/formatted/debugged_codes_f_n/Design Movie Rental System_value.java,value,,,,,0.8936146944118226,0.7714413108711397,-0.12217338354068297
Design Parking System_condition,../data/formatted/buggy_codes/Design Parking System_condition.java,../data/formatted/correct_codes/Design Parking System.java,../data/formatted/debugged_codes_f_n/Design Parking System_condition.java,condition,,,,,0.8900884040017691,0.9269610498808285,0.03687264587905936
Design Skiplist_character,../data/formatted/buggy_codes/Design Skiplist_character.java,../data/formatted/correct_codes/Design Skiplist.java,../data/formatted/debugged_codes_f_n/Design Skiplist_character.java,character,,,,,0.8469335190263745,0.5888390189118313,-0.25809450011454316
Design Underground System_nobug,../data/formatted/buggy_codes/Design Underground System_nobug.java,../data/formatted/correct_codes/Design Underground System.java,../data/formatted/debugged_codes_f_n/Design Underground System_nobug.java,nobug,,,,,0.9005843161285246,0.8786167439017833,-0.021967572226741283
Destination City_condition,../data/formatted/buggy_codes/Destination City_condition.java,../data/formatted/correct_codes/Destination City.java,../data/formatted/debugged_codes_f_n/Destination City_condition.java,condition,,,,,0.8792860970723129,0.8183540426014344,-0.06093205447087846
Destroying Asteroids_nobug,../data/formatted/buggy_codes/Destroying Asteroids_nobug.java,../data/formatted/correct_codes/Destroying Asteroids.java,../data/formatted/debugged_codes_f_n/Destroying Asteroids_nobug.java,nobug,,,,,0.9246035684184614,0.9246035684184614,0.0
Detect Capital_condition,../data/formatted/buggy_codes/Detect Capital_condition.java,../data/formatted/correct_codes/Detect Capital.java,../data/formatted/debugged_codes_f_n/Detect Capital_condition.java,condition,,,,,0.9085039810233805,0.933636170436834,0.02513218941345352
Detect Cycles in 2D Grid_condition,../data/formatted/buggy_codes/Detect Cycles in 2D Grid_condition.java,../data/formatted/correct_codes/Detect Cycles in 2D Grid.java,../data/formatted/debugged_codes_f_n/Detect Cycles in 2D Grid_condition.java,condition,,,,,0.9414956539520116,0.9084654159502177,-0.03303023800179394
Detect Pattern of Length M Repeated K or More Times_index,../data/formatted/buggy_codes/Detect Pattern of Length M Repeated K or More Times_index.java,../data/formatted/correct_codes/Detect Pattern of Length M Repeated K or More Times.java,../data/formatted/debugged_codes_f_n/Detect Pattern of Length M Repeated K or More Times_index.java,index,,,,,0.8541080971242563,0.7945619888820422,-0.05954610824221407
Detect Squares_character,../data/formatted/buggy_codes/Detect Squares_character.java,../data/formatted/correct_codes/Detect Squares.java,../data/formatted/debugged_codes_f_n/Detect Squares_character.java,character,,,,,0.916062246360068,0.7425882727989586,-0.1734739735611095
Determine Color of a Chessboard Square_operation,../data/formatted/buggy_codes/Determine Color of a Chessboard Square_operation.java,../data/formatted/correct_codes/Determine Color of a Chessboard Square.java,../data/formatted/debugged_codes_f_n/Determine Color of a Chessboard Square_operation.java,operation,,,,,0.769236478221951,0.6310845980542088,-0.13815188016774216
Determine if String Halves Are Alike_operation,../data/formatted/buggy_codes/Determine if String Halves Are Alike_operation.java,../data/formatted/correct_codes/Determine if String Halves Are Alike.java,../data/formatted/debugged_codes_f_n/Determine if String Halves Are Alike_operation.java,operation,,,,,0.827530826732889,0.8420511387868324,0.01452031205394333
Determine if Two Strings Are Close_character,../data/formatted/buggy_codes/Determine if Two Strings Are Close_character.java,../data/formatted/correct_codes/Determine if Two Strings Are Close.java,../data/formatted/debugged_codes_f_n/Determine if Two Strings Are Close_character.java,character,,,,,0.9007372505540364,0.9084579597620432,0.007720709208006826
Determine Whether Matrix Can Be Obtained By Rotation_operation,../data/formatted/buggy_codes/Determine Whether Matrix Can Be Obtained By Rotation_operation.java,../data/formatted/correct_codes/Determine Whether Matrix Can Be Obtained By Rotation.java,../data/formatted/debugged_codes_f_n/Determine Whether Matrix Can Be Obtained By Rotation_operation.java,operation,,,,,0.9336159495078364,0.8837896423680361,-0.0498263071398003
Detonate the Maximum Bombs_index,../data/formatted/buggy_codes/Detonate the Maximum Bombs_index.java,../data/formatted/correct_codes/Detonate the Maximum Bombs.java,../data/formatted/debugged_codes_f_n/Detonate the Maximum Bombs_index.java,index,,,,,0.9170554997735111,0.9416914648788445,0.02463596510533339
DI String Match_operation,../data/formatted/buggy_codes/DI String Match_operation.java,../data/formatted/correct_codes/DI String Match.java,../data/formatted/debugged_codes_f_n/DI String Match_operation.java,operation,,,,,0.8804382525279844,0.9065092916133731,0.02607103908538877
Diagonal Traverse II_index,../data/formatted/buggy_codes/Diagonal Traverse II_index.java,../data/formatted/correct_codes/Diagonal Traverse II.java,../data/formatted/debugged_codes_f_n/Diagonal Traverse II_index.java,index,,,,,0.8802024428761368,0.8747582844178493,-0.005444158458287496
Diagonal Traverse_character,../data/formatted/buggy_codes/Diagonal Traverse_character.java,../data/formatted/correct_codes/Diagonal Traverse.java,../data/formatted/debugged_codes_f_n/Diagonal Traverse_character.java,character,,,,,0.8934693677264653,0.8711155262337308,-0.02235384149273456
Diameter of Binary Tree_character,../data/formatted/buggy_codes/Diameter of Binary Tree_character.java,../data/formatted/correct_codes/Diameter of Binary Tree.java,../data/formatted/debugged_codes_f_n/Diameter of Binary Tree_character.java,character,,,,,0.879274089280416,0.9183380878096594,0.03906399852924347
Dice Roll Simulation_value,../data/formatted/buggy_codes/Dice Roll Simulation_value.java,../data/formatted/correct_codes/Dice Roll Simulation.java,../data/formatted/debugged_codes_f_n/Dice Roll Simulation_value.java,value,,,,,0.9533359583171974,0.8723664554690169,-0.0809695028481805
Difference Between Element Sum and Digit Sum of an Array_value,../data/formatted/buggy_codes/Difference Between Element Sum and Digit Sum of an Array_value.java,../data/formatted/correct_codes/Difference Between Element Sum and Digit Sum of an Array.java,../data/formatted/debugged_codes_f_n/Difference Between Element Sum and Digit Sum of an Array_value.java,value,,,,,0.9326824268546178,0.9326824268546178,0.0
Difference of Number of Distinct Values on Diagonals_value,../data/formatted/buggy_codes/Difference of Number of Distinct Values on Diagonals_value.java,../data/formatted/correct_codes/Difference of Number of Distinct Values on Diagonals.java,../data/formatted/debugged_codes_f_n/Difference of Number of Distinct Values on Diagonals_value.java,value,,,,,0.939156465684487,0.8771324072422286,-0.062024058442258334
Different Ways to Add Parentheses_character,../data/formatted/buggy_codes/Different Ways to Add Parentheses_character.java,../data/formatted/correct_codes/Different Ways to Add Parentheses.java,../data/formatted/debugged_codes_f_n/Different Ways to Add Parentheses_character.java,character,,,,,0.9018445621609058,0.9249082158082571,0.0230636536473513
Dinner Plate Stacks_character,../data/formatted/buggy_codes/Dinner Plate Stacks_character.java,../data/formatted/correct_codes/Dinner Plate Stacks.java,../data/formatted/debugged_codes_f_n/Dinner Plate Stacks_character.java,character,,,,,0.8791614491020047,0.8161602271644764,-0.06300122193752822
Disconnect Path in a Binary Matrix by at Most One Flip_index,../data/formatted/buggy_codes/Disconnect Path in a Binary Matrix by at Most One Flip_index.java,../data/formatted/correct_codes/Disconnect Path in a Binary Matrix by at Most One Flip.java,../data/formatted/debugged_codes_f_n/Disconnect Path in a Binary Matrix by at Most One Flip_index.java,index,,,,,0.9292008378301503,0.9556917084791018,0.026490870648951503
Display Table of Food Orders in a Restaurant_operation,../data/formatted/buggy_codes/Display Table of Food Orders in a Restaurant_operation.java,../data/formatted/correct_codes/Display Table of Food Orders in a Restaurant.java,../data/formatted/debugged_codes_f_n/Display Table of Food Orders in a Restaurant_operation.java,operation,,,,,0.8881005027143649,0.8560728932941856,-0.03202760942017935
Distance Between Bus Stops_character,../data/formatted/buggy_codes/Distance Between Bus Stops_character.java,../data/formatted/correct_codes/Distance Between Bus Stops.java,../data/formatted/debugged_codes_f_n/Distance Between Bus Stops_character.java,character,,,,,0.8958490327572912,0.2975607220670944,-0.5982883106901968
Distant Barcodes_nobug,../data/formatted/buggy_codes/Distant Barcodes_nobug.java,../data/formatted/correct_codes/Distant Barcodes.java,../data/formatted/debugged_codes_f_n/Distant Barcodes_nobug.java,nobug,,,,,0.8884012077178801,0.8884012077178801,0.0
Distinct Echo Substrings_character,../data/formatted/buggy_codes/Distinct Echo Substrings_character.java,../data/formatted/correct_codes/Distinct Echo Substrings.java,../data/formatted/debugged_codes_f_n/Distinct Echo Substrings_character.java,character,,,,,0.9557786110325239,0.9639082079419511,0.008129596909427161
Distinct Subsequences II_index,../data/formatted/buggy_codes/Distinct Subsequences II_index.java,../data/formatted/correct_codes/Distinct Subsequences II.java,../data/formatted/debugged_codes_f_n/Distinct Subsequences II_index.java,index,,,,,0.9217988964056895,0.9694424204020602,0.04764352399637073
Distinct Subsequences_value,../data/formatted/buggy_codes/Distinct Subsequences_value.java,../data/formatted/correct_codes/Distinct Subsequences.java,../data/formatted/debugged_codes_f_n/Distinct Subsequences_value.java,value,,,,,0.8869061635880777,0.9285660015686554,0.04165983798057771
Distribute Candies to People_index,../data/formatted/buggy_codes/Distribute Candies to People_index.java,../data/formatted/correct_codes/Distribute Candies to People.java,../data/formatted/debugged_codes_f_n/Distribute Candies to People_index.java,index,,,,,0.841793072829699,0.5530257137495584,-0.2887673590801405
Distribute Candies_operation,../data/formatted/buggy_codes/Distribute Candies_operation.java,../data/formatted/correct_codes/Distribute Candies.java,../data/formatted/debugged_codes_f_n/Distribute Candies_operation.java,operation,,,,,0.8334912858149306,0.6559148613276219,-0.1775764244873087
Distribute Coins in Binary Tree_operation,../data/formatted/buggy_codes/Distribute Coins in Binary Tree_operation.java,../data/formatted/correct_codes/Distribute Coins in Binary Tree.java,../data/formatted/debugged_codes_f_n/Distribute Coins in Binary Tree_operation.java,operation,,,,,0.9104670048410903,0.35853213054139754,-0.5519348742996928
Distribute Repeating Integers_index,../data/formatted/buggy_codes/Distribute Repeating Integers_index.java,../data/formatted/correct_codes/Distribute Repeating Integers.java,../data/formatted/debugged_codes_f_n/Distribute Repeating Integers_index.java,index,,,,,0.9252446343727779,0.921319180762205,-0.003925453610572949
Divide a String Into Groups of Size k_value,../data/formatted/buggy_codes/Divide a String Into Groups of Size k_value.java,../data/formatted/correct_codes/Divide a String Into Groups of Size k.java,../data/formatted/debugged_codes_f_n/Divide a String Into Groups of Size k_value.java,value,,,,,0.9249703249673578,0.9249703249673578,0.0
Divide Array in Sets of K Consecutive Numbers_operation,../data/formatted/buggy_codes/Divide Array in Sets of K Consecutive Numbers_operation.java,../data/formatted/correct_codes/Divide Array in Sets of K Consecutive Numbers.java,../data/formatted/debugged_codes_f_n/Divide Array in Sets of K Consecutive Numbers_operation.java,operation,,,,,0.9356624762935987,0.9236718378783872,-0.011990638415211419
Divide Array Into Equal Pairs_value,../data/formatted/buggy_codes/Divide Array Into Equal Pairs_value.java,../data/formatted/correct_codes/Divide Array Into Equal Pairs.java,../data/formatted/debugged_codes_f_n/Divide Array Into Equal Pairs_value.java,value,,,,,0.9386816236517571,0.9386816236517571,0.0
Divide Intervals Into Minimum Number of Groups_nobug,../data/formatted/buggy_codes/Divide Intervals Into Minimum Number of Groups_nobug.java,../data/formatted/correct_codes/Divide Intervals Into Minimum Number of Groups.java,../data/formatted/debugged_codes_f_n/Divide Intervals Into Minimum Number of Groups_nobug.java,nobug,,,,,0.914851021504647,0.914851021504647,0.0
Divide Two Integers_nobug,../data/formatted/buggy_codes/Divide Two Integers_nobug.java,../data/formatted/correct_codes/Divide Two Integers.java,../data/formatted/debugged_codes_f_n/Divide Two Integers_nobug.java,nobug,,,,,0.9437529819298156,0.8421020105156669,-0.1016509714141487
Divisor Game_character,../data/formatted/buggy_codes/Divisor Game_character.java,../data/formatted/correct_codes/Divisor Game.java,../data/formatted/debugged_codes_f_n/Divisor Game_character.java,character,,,,,0.6228701303699736,0.6423105697693836,0.01944043939940998
Domino and Tromino Tiling_condition,../data/formatted/buggy_codes/Domino and Tromino Tiling_condition.java,../data/formatted/correct_codes/Domino and Tromino Tiling.java,../data/formatted/debugged_codes_f_n/Domino and Tromino Tiling_condition.java,condition,,,,,0.9062920336111957,0.8659595975866462,-0.0403324360245495
Dota2 Senate_character,../data/formatted/buggy_codes/Dota2 Senate_character.java,../data/formatted/correct_codes/Dota2 Senate.java,../data/formatted/debugged_codes_f_n/Dota2 Senate_character.java,character,,,,,0.8742116566555278,0.8971074424077863,0.02289578575225848
Dungeon Game_condition,../data/formatted/buggy_codes/Dungeon Game_condition.java,../data/formatted/correct_codes/Dungeon Game.java,../data/formatted/debugged_codes_f_n/Dungeon Game_condition.java,condition,,,,,0.9451327091555203,0.9606625909718185,0.015529881816298219
Duplicate Zeros_operation,../data/formatted/buggy_codes/Duplicate Zeros_operation.java,../data/formatted/correct_codes/Duplicate Zeros.java,../data/formatted/debugged_codes_f_n/Duplicate Zeros_operation.java,operation,,,,,0.8936762980608997,0.9153942449387114,0.0217179468778117
Earliest Possible Day of Full Bloom_index,../data/formatted/buggy_codes/Earliest Possible Day of Full Bloom_index.java,../data/formatted/correct_codes/Earliest Possible Day of Full Bloom.java,../data/formatted/debugged_codes_f_n/Earliest Possible Day of Full Bloom_index.java,index,,,,,0.8907714570728547,0.9409604698203413,0.05018901274748666
Edit Distance_value,../data/formatted/buggy_codes/Edit Distance_value.java,../data/formatted/correct_codes/Edit Distance.java,../data/formatted/debugged_codes_f_n/Edit Distance_value.java,value,,,,,0.9470480630905099,0.9390177240197265,-0.008030339070783432
Egg Drop With 2 Eggs and N Floors_value,../data/formatted/buggy_codes/Egg Drop With 2 Eggs and N Floors_value.java,../data/formatted/correct_codes/Egg Drop With 2 Eggs and N Floors.java,../data/formatted/debugged_codes_f_n/Egg Drop With 2 Eggs and N Floors_value.java,value,,,,,0.9462905741836881,0.9279500915010855,-0.018340482682602577
Element Appearing More Than 25 In Sorted Array_nobug,../data/formatted/buggy_codes/Element Appearing More Than 25 In Sorted Array_nobug.java,../data/formatted/correct_codes/Element Appearing More Than 25 In Sorted Array.java,../data/formatted/debugged_codes_f_n/Element Appearing More Than 25 In Sorted Array_nobug.java,nobug,,,,,0.86938329981137,0.6399014029639343,-0.2294818968474357
Element Appearing More Than 25% In Sorted Array_value,../data/formatted/buggy_codes/Element Appearing More Than 25% In Sorted Array_value.java,../data/formatted/correct_codes/Element Appearing More Than 25% In Sorted Array.java,../data/formatted/debugged_codes_f_n/Element Appearing More Than 25% In Sorted Array_value.java,value,,,,,0.8806477973183933,0.3951406890199838,-0.4855071082984095
Eliminate Maximum Number of Monsters_character,../data/formatted/buggy_codes/Eliminate Maximum Number of Monsters_character.java,../data/formatted/correct_codes/Eliminate Maximum Number of Monsters.java,../data/formatted/debugged_codes_f_n/Eliminate Maximum Number of Monsters_character.java,character,,,,,0.9046260767000162,0.9093271689820241,0.00470109228200799
Elimination Game_character,../data/formatted/buggy_codes/Elimination Game_character.java,../data/formatted/correct_codes/Elimination Game.java,../data/formatted/debugged_codes_f_n/Elimination Game_character.java,character,,,,,0.8996784089078909,0.8978839888147764,-0.0017944200931144794
Employee Importance_character,../data/formatted/buggy_codes/Employee Importance_character.java,../data/formatted/correct_codes/Employee Importance.java,../data/formatted/debugged_codes_f_n/Employee Importance_character.java,character,,,,,0.8938080867957332,0.9119002419852827,0.01809215518954954
Encode and Decode TinyURL_nobug,../data/formatted/buggy_codes/Encode and Decode TinyURL_nobug.java,../data/formatted/correct_codes/Encode and Decode TinyURL.java,../data/formatted/debugged_codes_f_n/Encode and Decode TinyURL_nobug.java,nobug,,,,,0.5934090860403259,0.4309992575735775,-0.16240982846674845
Encrypt and Decrypt Strings_index,../data/formatted/buggy_codes/Encrypt and Decrypt Strings_index.java,../data/formatted/correct_codes/Encrypt and Decrypt Strings.java,../data/formatted/debugged_codes_f_n/Encrypt and Decrypt Strings_index.java,index,,,,,0.9079468632023491,0.9145305321824964,0.006583668980147284
Equal Row and Column Pairs_condition,../data/formatted/buggy_codes/Equal Row and Column Pairs_condition.java,../data/formatted/correct_codes/Equal Row and Column Pairs.java,../data/formatted/debugged_codes_f_n/Equal Row and Column Pairs_condition.java,condition,,,,,0.9296395997281045,0.9225145254359525,-0.007125074292152034
Equal Sum Arrays With Minimum Number of Operations_condition,../data/formatted/buggy_codes/Equal Sum Arrays With Minimum Number of Operations_condition.java,../data/formatted/correct_codes/Equal Sum Arrays With Minimum Number of Operations.java,../data/formatted/debugged_codes_f_n/Equal Sum Arrays With Minimum Number of Operations_condition.java,condition,,,,,0.9683181259326326,0.9525351036272656,-0.01578302230536699
Erect the Fence_nobug,../data/formatted/buggy_codes/Erect the Fence_nobug.java,../data/formatted/correct_codes/Erect the Fence.java,../data/formatted/debugged_codes_f_n/Erect the Fence_nobug.java,nobug,,,,,0.9152816349245829,0.8734356587701713,-0.04184597615441166
Escape a Large Maze_index,../data/formatted/buggy_codes/Escape a Large Maze_index.java,../data/formatted/correct_codes/Escape a Large Maze.java,../data/formatted/debugged_codes_f_n/Escape a Large Maze_index.java,index,,,,,0.9450625414806749,0.6992506554351876,-0.24581188604548732
Escape The Ghosts_value,../data/formatted/buggy_codes/Escape The Ghosts_value.java,../data/formatted/correct_codes/Escape The Ghosts.java,../data/formatted/debugged_codes_f_n/Escape The Ghosts_value.java,value,,,,,0.8646415098298847,0.9110749565264674,0.04643344669658267
Escape the Spreading Fire_value,../data/formatted/buggy_codes/Escape the Spreading Fire_value.java,../data/formatted/correct_codes/Escape the Spreading Fire.java,../data/formatted/debugged_codes_f_n/Escape the Spreading Fire_value.java,value,,,,,0.9610351331582914,0.7886877922173282,-0.17234734094096316
Evaluate Boolean Binary Tree_character,../data/formatted/buggy_codes/Evaluate Boolean Binary Tree_character.java,../data/formatted/correct_codes/Evaluate Boolean Binary Tree.java,../data/formatted/debugged_codes_f_n/Evaluate Boolean Binary Tree_character.java,character,,,,,0.8363184702123265,0.8968012476037714,0.06048277739144492
Evaluate Division_condition,../data/formatted/buggy_codes/Evaluate Division_condition.java,../data/formatted/correct_codes/Evaluate Division.java,../data/formatted/debugged_codes_f_n/Evaluate Division_condition.java,condition,,,,,0.9109481252806849,0.846520501483242,-0.06442762379744293
Evaluate Reverse Polish Notation_character,../data/formatted/buggy_codes/Evaluate Reverse Polish Notation_character.java,../data/formatted/correct_codes/Evaluate Reverse Polish Notation.java,../data/formatted/debugged_codes_f_n/Evaluate Reverse Polish Notation_character.java,character,,,,,0.9038929822362372,0.9158157203361244,0.011922738099887198
Evaluate the Bracket Pairs of a String_nobug,../data/formatted/buggy_codes/Evaluate the Bracket Pairs of a String_nobug.java,../data/formatted/correct_codes/Evaluate the Bracket Pairs of a String.java,../data/formatted/debugged_codes_f_n/Evaluate the Bracket Pairs of a String_nobug.java,nobug,,,,,0.9180029123361987,0.8746484695356934,-0.043354442800505266
Even Odd Tree_character,../data/formatted/buggy_codes/Even Odd Tree_character.java,../data/formatted/correct_codes/Even Odd Tree.java,../data/formatted/debugged_codes_f_n/Even Odd Tree_character.java,character,,,,,0.8798931423034999,0.8956874431997484,0.015794300896248448
Exam Room_condition,../data/formatted/buggy_codes/Exam Room_condition.java,../data/formatted/correct_codes/Exam Room.java,../data/formatted/debugged_codes_f_n/Exam Room_condition.java,condition,,,,,0.9405511742534314,0.9011167436302914,-0.039434430623140004
Excel Sheet Column Number_nobug,../data/formatted/buggy_codes/Excel Sheet Column Number_nobug.java,../data/formatted/correct_codes/Excel Sheet Column Number.java,../data/formatted/debugged_codes_f_n/Excel Sheet Column Number_nobug.java,nobug,,,,,0.928879918690362,0.8206234188230064,-0.10825649986735564
Excel Sheet Column Title_operation,../data/formatted/buggy_codes/Excel Sheet Column Title_operation.java,../data/formatted/correct_codes/Excel Sheet Column Title.java,../data/formatted/debugged_codes_f_n/Excel Sheet Column Title_operation.java,operation,,,,,0.9052603643791601,0.7154730198836238,-0.18978734449553636
Exclusive Time of Functions_operation,../data/formatted/buggy_codes/Exclusive Time of Functions_operation.java,../data/formatted/correct_codes/Exclusive Time of Functions.java,../data/formatted/debugged_codes_f_n/Exclusive Time of Functions_operation.java,operation,,,,,0.9273319788052469,0.8858355223389673,-0.04149645646627953
Execution of All Suffix Instructions Staying in a Grid_value,../data/formatted/buggy_codes/Execution of All Suffix Instructions Staying in a Grid_value.java,../data/formatted/correct_codes/Execution of All Suffix Instructions Staying in a Grid.java,../data/formatted/debugged_codes_f_n/Execution of All Suffix Instructions Staying in a Grid_value.java,value,,,,,0.893960454159487,0.8997386883858141,0.005778234226327061
Expression Add Operators_condition,../data/formatted/buggy_codes/Expression Add Operators_condition.java,../data/formatted/correct_codes/Expression Add Operators.java,../data/formatted/debugged_codes_f_n/Expression Add Operators_condition.java,condition,,,,,0.9408957706682011,0.9408957706682011,0.0
Expressive Words_nobug,../data/formatted/buggy_codes/Expressive Words_nobug.java,../data/formatted/correct_codes/Expressive Words.java,../data/formatted/debugged_codes_f_n/Expressive Words_nobug.java,nobug,,,,,0.9012039683922726,0.8948094235162853,-0.006394544875987229
Factorial Trailing Zeroes_value,../data/formatted/buggy_codes/Factorial Trailing Zeroes_value.java,../data/formatted/correct_codes/Factorial Trailing Zeroes.java,../data/formatted/debugged_codes_f_n/Factorial Trailing Zeroes_value.java,value,,,,,0.874104171653727,0.8508739037088151,-0.023230267944911898
Fair Distribution of Cookies_character,../data/formatted/buggy_codes/Fair Distribution of Cookies_character.java,../data/formatted/correct_codes/Fair Distribution of Cookies.java,../data/formatted/debugged_codes_f_n/Fair Distribution of Cookies_character.java,character,,,,,0.8798341553723439,0.9145018163969179,0.03466766102457397
Falling Squares_character,../data/formatted/buggy_codes/Falling Squares_character.java,../data/formatted/correct_codes/Falling Squares.java,../data/formatted/debugged_codes_f_n/Falling Squares_character.java,character,,,,,0.9367201412498751,0.36143371545809777,-0.5752864257917774
Fancy Sequence_value,../data/formatted/buggy_codes/Fancy Sequence_value.java,../data/formatted/correct_codes/Fancy Sequence.java,../data/formatted/debugged_codes_f_n/Fancy Sequence_value.java,value,,,,,0.9423610237923765,0.9465386712660013,0.004177647473624813
Fibonacci Number_character,../data/formatted/buggy_codes/Fibonacci Number_character.java,../data/formatted/correct_codes/Fibonacci Number.java,../data/formatted/debugged_codes_f_n/Fibonacci Number_character.java,character,,,,,0.8399302847668423,0.9256216436145077,0.08569135884766543
Filling Bookcase Shelves_character,../data/formatted/buggy_codes/Filling Bookcase Shelves_character.java,../data/formatted/correct_codes/Filling Bookcase Shelves.java,../data/formatted/debugged_codes_f_n/Filling Bookcase Shelves_character.java,character,,,,,0.9375973336219219,0.9502030522883587,0.012605718666436783
"Filter Restaurants by Vegan-Friendly, Price and Distance_character","../data/formatted/buggy_codes/Filter Restaurants by Vegan-Friendly, Price and Distance_character.java","../data/formatted/correct_codes/Filter Restaurants by Vegan-Friendly, Price and Distance.java","../data/formatted/debugged_codes_f_n/Filter Restaurants by Vegan-Friendly, Price and Distance_character.java",character,,,,,0.8989910104726087,0.910824948973901,0.01183393850129233
Final Prices With a Special Discount in a Shop_character,../data/formatted/buggy_codes/Final Prices With a Special Discount in a Shop_character.java,../data/formatted/correct_codes/Final Prices With a Special Discount in a Shop.java,../data/formatted/debugged_codes_f_n/Final Prices With a Special Discount in a Shop_character.java,character,,,,,0.8757708166666027,0.9066951928805366,0.030924376213933846
Final Value of Variable After Performing Operations_index,../data/formatted/buggy_codes/Final Value of Variable After Performing Operations_index.java,../data/formatted/correct_codes/Final Value of Variable After Performing Operations.java,../data/formatted/debugged_codes_f_n/Final Value of Variable After Performing Operations_index.java,index,,,,,0.8303810389782638,0.9028946174913408,0.07251357851307705
Find a Corresponding Node of a Binary Tree in a Clone of That Tree_nobug,../data/formatted/buggy_codes/Find a Corresponding Node of a Binary Tree in a Clone of That Tree_nobug.java,../data/formatted/correct_codes/Find a Corresponding Node of a Binary Tree in a Clone of That Tree.java,../data/formatted/debugged_codes_f_n/Find a Corresponding Node of a Binary Tree in a Clone of That Tree_nobug.java,nobug,,,,,0.9122991224288968,0.9122991224288968,0.0
Find a Value of a Mysterious Function Closest to Target_condition,../data/formatted/buggy_codes/Find a Value of a Mysterious Function Closest to Target_condition.java,../data/formatted/correct_codes/Find a Value of a Mysterious Function Closest to Target.java,../data/formatted/debugged_codes_f_n/Find a Value of a Mysterious Function Closest to Target_condition.java,condition,,,,,0.9261556903733688,0.9392646143690849,0.01310892399571617
Find All Anagrams in a String_condition,../data/formatted/buggy_codes/Find All Anagrams in a String_condition.java,../data/formatted/correct_codes/Find All Anagrams in a String.java,../data/formatted/debugged_codes_f_n/Find All Anagrams in a String_condition.java,condition,,,,,0.8593303431931535,0.696408071413022,-0.16292227178013152
Find All Duplicates in an Array_value,../data/formatted/buggy_codes/Find All Duplicates in an Array_value.java,../data/formatted/correct_codes/Find All Duplicates in an Array.java,../data/formatted/debugged_codes_f_n/Find All Duplicates in an Array_value.java,value,,,,,0.8747969804163908,0.8305246851045731,-0.044272295311817644
Find All Good Strings_character,../data/formatted/buggy_codes/Find All Good Strings_character.java,../data/formatted/correct_codes/Find All Good Strings.java,../data/formatted/debugged_codes_f_n/Find All Good Strings_character.java,character,,,,,0.9623377059250732,0.9304674726373945,-0.031870233287678684
Find All Groups of Farmland_index,../data/formatted/buggy_codes/Find All Groups of Farmland_index.java,../data/formatted/correct_codes/Find All Groups of Farmland.java,../data/formatted/debugged_codes_f_n/Find All Groups of Farmland_index.java,index,,,,,0.9264630587204116,0.9201985989580812,-0.0062644597623303655
