problem_name,bug_path,correct_path,debugged_path,bug_type,ngram_match,weighted_ngram_match,syntax_match,dataflow_match,codebleu_bug,codebleu_debugged,difference
Linked List Cycle II,../data/formatted/buggy_codes_GPT/Linked List Cycle II.java,../data/formatted/correct_codes/Linked List Cycle II.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Linked List Cycle II.java,Linked List Cycle II,,,,,0.7083445489191514,0.7083445489191514,0.0
Longest Binary Subsequence Less Than or Equal to K,../data/formatted/buggy_codes_GPT/Longest Binary Subsequence Less Than or Equal to K.java,../data/formatted/correct_codes/Longest Binary Subsequence Less Than or Equal to K.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Longest Binary Subsequence Less Than or Equal to K.java,Longest Binary Subsequence Less Than or Equal to K,,,,,0.5092862313616228,0.2846094694793253,-0.22467676188229746
Longest Common Prefix,../data/formatted/buggy_codes_GPT/Longest Common Prefix.java,../data/formatted/correct_codes/Longest Common Prefix.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Longest Common Prefix.java,Longest Common Prefix,,,,,0.9007803009947493,0.6973882470243247,-0.2033920539704246
Longest Harmonious Subsequence,../data/formatted/buggy_codes_GPT/Longest Harmonious Subsequence.java,../data/formatted/correct_codes/Longest Harmonious Subsequence.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Longest Harmonious Subsequence.java,Longest Harmonious Subsequence,,,,,0.9344929816697718,0.9106350152164657,-0.023857966453306068
Longest Substring Of All Vowels in Order,../data/formatted/buggy_codes_GPT/Longest Substring Of All Vowels in Order.java,../data/formatted/correct_codes/Longest Substring Of All Vowels in Order.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Longest Substring Of All Vowels in Order.java,Longest Substring Of All Vowels in Order,,,,,0.9125508927807642,0.9125508927807642,0.0
Longest Valid Parentheses,../data/formatted/buggy_codes_GPT/Longest Valid Parentheses.java,../data/formatted/correct_codes/Longest Valid Parentheses.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Longest Valid Parentheses.java,Longest Valid Parentheses,,,,,0.9307044850510193,0.8791312848339335,-0.05157320021708578
Majority Element,../data/formatted/buggy_codes_GPT/Majority Element.java,../data/formatted/correct_codes/Majority Element.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Majority Element.java,Majority Element,,,,,0.189373068012376,0.189373068012376,0.0
Max Consecutive Ones III,../data/formatted/buggy_codes_GPT/Max Consecutive Ones III.java,../data/formatted/correct_codes/Max Consecutive Ones III.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Max Consecutive Ones III.java,Max Consecutive Ones III,,,,,0.8168669344773196,0.8168669344773196,0.0
Maximize Distance to Closest Person,../data/formatted/buggy_codes_GPT/Maximize Distance to Closest Person.java,../data/formatted/correct_codes/Maximize Distance to Closest Person.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Maximize Distance to Closest Person.java,Maximize Distance to Closest Person,,,,,0.6053190462523669,0.567049743641957,-0.03826930261040984
Maximum AND Sum of Array,../data/formatted/buggy_codes_GPT/Maximum AND Sum of Array.java,../data/formatted/correct_codes/Maximum AND Sum of Array.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Maximum AND Sum of Array.java,Maximum AND Sum of Array,,,,,0.9543621861630012,0.90564316840738,-0.04871901775562115
Maximum Count of Positive Integer and Negative Integer,../data/formatted/buggy_codes_GPT/Maximum Count of Positive Integer and Negative Integer.java,../data/formatted/correct_codes/Maximum Count of Positive Integer and Negative Integer.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Maximum Count of Positive Integer and Negative Integer.java,Maximum Count of Positive Integer and Negative Integer,,,,,0.916103674772641,0.9176977217414444,0.0015940469688033865
Maximum Equal Frequency,../data/formatted/buggy_codes_GPT/Maximum Equal Frequency.java,../data/formatted/correct_codes/Maximum Equal Frequency.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Maximum Equal Frequency.java,Maximum Equal Frequency,,,,,0.15431257281629487,0.9149741961348531,0.7606616233185582
Maximum Number of Events That Can Be Attended II,../data/formatted/buggy_codes_GPT/Maximum Number of Events That Can Be Attended II.java,../data/formatted/correct_codes/Maximum Number of Events That Can Be Attended II.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Maximum Number of Events That Can Be Attended II.java,Maximum Number of Events That Can Be Attended II,,,,,0.9650021659807237,0.9363103479105479,-0.028691818070175845
Maximum Number of Moves in a Grid,../data/formatted/buggy_codes_GPT/Maximum Number of Moves in a Grid.java,../data/formatted/correct_codes/Maximum Number of Moves in a Grid.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Maximum Number of Moves in a Grid.java,Maximum Number of Moves in a Grid,,,,,0.9469857858299553,0.9469857858299553,0.0
Maximum Number of Pairs in Array,../data/formatted/buggy_codes_GPT/Maximum Number of Pairs in Array.java,../data/formatted/correct_codes/Maximum Number of Pairs in Array.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Maximum Number of Pairs in Array.java,Maximum Number of Pairs in Array,,,,,0.8819472911882613,0.7412973150881675,-0.14064997610009378
Maximum Product of the Length of Two Palindromic Substrings,../data/formatted/buggy_codes_GPT/Maximum Product of the Length of Two Palindromic Substrings.java,../data/formatted/correct_codes/Maximum Product of the Length of Two Palindromic Substrings.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Maximum Product of the Length of Two Palindromic Substrings.java,Maximum Product of the Length of Two Palindromic Substrings,,,,,0.9562976135381986,0.8269877211226148,-0.12930989241558388
Maximum Subarray Sum with One Deletion,../data/formatted/buggy_codes_GPT/Maximum Subarray Sum with One Deletion.java,../data/formatted/correct_codes/Maximum Subarray Sum with One Deletion.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Maximum Subarray Sum with One Deletion.java,Maximum Subarray Sum with One Deletion,,,,,0.08920801620140945,0.089003172020512,-0.0002048441808974455
Median of Two Sorted Arrays,../data/formatted/buggy_codes_GPT/Median of Two Sorted Arrays.java,../data/formatted/correct_codes/Median of Two Sorted Arrays.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Median of Two Sorted Arrays.java,Median of Two Sorted Arrays,,,,,0.6115631744564927,0.44785880761341096,-0.1637043668430817
Merge Nodes in Between Zeros,../data/formatted/buggy_codes_GPT/Merge Nodes in Between Zeros.java,../data/formatted/correct_codes/Merge Nodes in Between Zeros.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Merge Nodes in Between Zeros.java,Merge Nodes in Between Zeros,,,,,0.9165626858358265,0.8536890362975748,-0.0628736495382517
Middle of the Linked List,../data/formatted/buggy_codes_GPT/Middle of the Linked List.java,../data/formatted/correct_codes/Middle of the Linked List.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Middle of the Linked List.java,Middle of the Linked List,,,,,0.893200456252127,0.3295416482932745,-0.5636588079588525
Minimize Malware Spread,../data/formatted/buggy_codes_GPT/Minimize Malware Spread.java,../data/formatted/correct_codes/Minimize Malware Spread.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimize Malware Spread.java,Minimize Malware Spread,,,,,0.8503017502096766,0.8845450962114885,0.03424334600181189
Minimum Adjacent Swaps to Reach the Kth Smallest Number,../data/formatted/buggy_codes_GPT/Minimum Adjacent Swaps to Reach the Kth Smallest Number.java,../data/formatted/correct_codes/Minimum Adjacent Swaps to Reach the Kth Smallest Number.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Adjacent Swaps to Reach the Kth Smallest Number.java,Minimum Adjacent Swaps to Reach the Kth Smallest Number,,,,,0.9113261261468991,0.4537945260999081,-0.457531600046991
Minimum Amount of Time to Fill Cups,../data/formatted/buggy_codes_GPT/Minimum Amount of Time to Fill Cups.java,../data/formatted/correct_codes/Minimum Amount of Time to Fill Cups.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Amount of Time to Fill Cups.java,Minimum Amount of Time to Fill Cups,,,,,0.20529172630117576,0.6853397178374265,0.4800479915362508
Minimum Consecutive Cards to Pick Up,../data/formatted/buggy_codes_GPT/Minimum Consecutive Cards to Pick Up.java,../data/formatted/correct_codes/Minimum Consecutive Cards to Pick Up.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Consecutive Cards to Pick Up.java,Minimum Consecutive Cards to Pick Up,,,,,0.9015129459612516,0.9383563296976182,0.03684338373636653
Minimum Cost to Cut a Stick,../data/formatted/buggy_codes_GPT/Minimum Cost to Cut a Stick.java,../data/formatted/correct_codes/Minimum Cost to Cut a Stick.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Cost to Cut a Stick.java,Minimum Cost to Cut a Stick,,,,,0.956859533279042,0.94491747837256,-0.011942054906482036
Minimum Deletions to Make Character Frequencies Unique,../data/formatted/buggy_codes_GPT/Minimum Deletions to Make Character Frequencies Unique.java,../data/formatted/correct_codes/Minimum Deletions to Make Character Frequencies Unique.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Deletions to Make Character Frequencies Unique.java,Minimum Deletions to Make Character Frequencies Unique,,,,,0.8579434775247783,0.8778669995542963,0.01992352202951797
Minimum Falling Path Sum II,../data/formatted/buggy_codes_GPT/Minimum Falling Path Sum II.java,../data/formatted/correct_codes/Minimum Falling Path Sum II.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Falling Path Sum II.java,Minimum Falling Path Sum II,,,,,0.2298224461968832,0.0945404799296522,-0.135281966267231
Minimum Initial Energy to Finish Tasks,../data/formatted/buggy_codes_GPT/Minimum Initial Energy to Finish Tasks.java,../data/formatted/correct_codes/Minimum Initial Energy to Finish Tasks.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Initial Energy to Finish Tasks.java,Minimum Initial Energy to Finish Tasks,,,,,0.8679121209714444,0.9107449519467272,0.04283283097528279
Minimum Insertion Steps to Make a String Palindrome,../data/formatted/buggy_codes_GPT/Minimum Insertion Steps to Make a String Palindrome.java,../data/formatted/correct_codes/Minimum Insertion Steps to Make a String Palindrome.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Insertion Steps to Make a String Palindrome.java,Minimum Insertion Steps to Make a String Palindrome,,,,,0.9497698296877098,0.9310947397351006,-0.018675089952609247
Minimum Length of String After Deleting Similar Ends,../data/formatted/buggy_codes_GPT/Minimum Length of String After Deleting Similar Ends.java,../data/formatted/correct_codes/Minimum Length of String After Deleting Similar Ends.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Length of String After Deleting Similar Ends.java,Minimum Length of String After Deleting Similar Ends,,,,,0.8360187907208292,0.8360187907208292,0.0
Minimum Limit of Balls in a Bag,../data/formatted/buggy_codes_GPT/Minimum Limit of Balls in a Bag.java,../data/formatted/correct_codes/Minimum Limit of Balls in a Bag.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Limit of Balls in a Bag.java,Minimum Limit of Balls in a Bag,,,,,0.9212808366298996,0.8676239154942693,-0.05365692113563025
Minimum Moves to Equal Array Elements II,../data/formatted/buggy_codes_GPT/Minimum Moves to Equal Array Elements II.java,../data/formatted/correct_codes/Minimum Moves to Equal Array Elements II.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Moves to Equal Array Elements II.java,Minimum Moves to Equal Array Elements II,,,,,0.8155788951303807,0.8247407238676812,0.009161828737300426
Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,../data/formatted/buggy_codes_GPT/Minimum Number of Flips to Convert Binary Matrix to Zero Matrix.java,../data/formatted/correct_codes/Minimum Number of Flips to Convert Binary Matrix to Zero Matrix.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Number of Flips to Convert Binary Matrix to Zero Matrix.java,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,,,,,0.9568799349977697,0.9471996662896389,-0.009680268708130768
Minimum Number of Moves to Make Palindrome,../data/formatted/buggy_codes_GPT/Minimum Number of Moves to Make Palindrome.java,../data/formatted/correct_codes/Minimum Number of Moves to Make Palindrome.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Number of Moves to Make Palindrome.java,Minimum Number of Moves to Make Palindrome,,,,,0.4973129456102636,0.5247573569305981,0.027444411320334483
Minimum Number of Operations to Convert Time,../data/formatted/buggy_codes_GPT/Minimum Number of Operations to Convert Time.java,../data/formatted/correct_codes/Minimum Number of Operations to Convert Time.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Number of Operations to Convert Time.java,Minimum Number of Operations to Convert Time,,,,,0.9052348338978502,0.9262178806672593,0.020983046769409097
Minimum Number of Operations to Move All Balls to Each Box,../data/formatted/buggy_codes_GPT/Minimum Number of Operations to Move All Balls to Each Box.java,../data/formatted/correct_codes/Minimum Number of Operations to Move All Balls to Each Box.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Number of Operations to Move All Balls to Each Box.java,Minimum Number of Operations to Move All Balls to Each Box,,,,,0.8845829609626,0.9393729227336547,0.05478996177105466
Minimum Operations to Convert Number,../data/formatted/buggy_codes_GPT/Minimum Operations to Convert Number.java,../data/formatted/correct_codes/Minimum Operations to Convert Number.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Operations to Convert Number.java,Minimum Operations to Convert Number,,,,,0.8940237758996287,0.8465979896120546,-0.0474257862875741
Minimum Operations to Make a Subsequence,../data/formatted/buggy_codes_GPT/Minimum Operations to Make a Subsequence.java,../data/formatted/correct_codes/Minimum Operations to Make a Subsequence.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Operations to Make a Subsequence.java,Minimum Operations to Make a Subsequence,,,,,0.9193822636792157,0.9308364986757001,0.011454234996484347
Minimum Operations to Make the Array K-Increasing,../data/formatted/buggy_codes_GPT/Minimum Operations to Make the Array K-Increasing.java,../data/formatted/correct_codes/Minimum Operations to Make the Array K-Increasing.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Operations to Make the Array K-Increasing.java,Minimum Operations to Make the Array K-Increasing,,,,,0.9300809086338417,0.9431360065822616,0.013055097948419858
Minimum Remove to Make Valid Parentheses,../data/formatted/buggy_codes_GPT/Minimum Remove to Make Valid Parentheses.java,../data/formatted/correct_codes/Minimum Remove to Make Valid Parentheses.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Remove to Make Valid Parentheses.java,Minimum Remove to Make Valid Parentheses,,,,,0.8726996490590673,0.522132803671017,-0.3505668453880503
Minimum Sum of Four Digit Number After Splitting Digits,../data/formatted/buggy_codes_GPT/Minimum Sum of Four Digit Number After Splitting Digits.java,../data/formatted/correct_codes/Minimum Sum of Four Digit Number After Splitting Digits.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Minimum Sum of Four Digit Number After Splitting Digits.java,Minimum Sum of Four Digit Number After Splitting Digits,,,,,0.4472655925961613,0.8926422556755516,0.4453766630793903
Mirror Reflection,../data/formatted/buggy_codes_GPT/Mirror Reflection.java,../data/formatted/correct_codes/Mirror Reflection.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Mirror Reflection.java,Mirror Reflection,,,,,0.6464148294700424,0.9335345751356203,0.28711974566557796
Missing Number,../data/formatted/buggy_codes_GPT/Missing Number.java,../data/formatted/correct_codes/Missing Number.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Missing Number.java,Missing Number,,,,,0.8909358332288724,0.5132179088695172,-0.37771792435935514
Multiply Strings,../data/formatted/buggy_codes_GPT/Multiply Strings.java,../data/formatted/correct_codes/Multiply Strings.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Multiply Strings.java,Multiply Strings,,,,,0.9197101627449084,0.9020121177087896,-0.017698045036118715
My Calendar II,../data/formatted/buggy_codes_GPT/My Calendar II.java,../data/formatted/correct_codes/My Calendar II.java,../data/formatted/debugged_GPTBuggyCodes_f_n/My Calendar II.java,My Calendar II,,,,,0.8730327462040953,0.9158564442744197,0.04282369807032438
N-ary Tree Preorder Traversal,../data/formatted/buggy_codes_GPT/N-ary Tree Preorder Traversal.java,../data/formatted/correct_codes/N-ary Tree Preorder Traversal.java,../data/formatted/debugged_GPTBuggyCodes_f_n/N-ary Tree Preorder Traversal.java,N-ary Tree Preorder Traversal,,,,,0.8293332324723891,0.8862643949049122,0.05693116243252305
Network Delay Time,../data/formatted/buggy_codes_GPT/Network Delay Time.java,../data/formatted/correct_codes/Network Delay Time.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Network Delay Time.java,Network Delay Time,,,,,0.5866444658719623,0.5727259790944754,-0.01391848677748686
Next Permutation,../data/formatted/buggy_codes_GPT/Next Permutation.java,../data/formatted/correct_codes/Next Permutation.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Next Permutation.java,Next Permutation,,,,,0.8958477993159644,0.9045904306869731,0.008742631371008724
Non-decreasing Array,../data/formatted/buggy_codes_GPT/Non-decreasing Array.java,../data/formatted/correct_codes/Non-decreasing Array.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Non-decreasing Array.java,Non-decreasing Array,,,,,0.8993332746223605,0.8429739564230879,-0.056359318199272534
Non-overlapping Intervals,../data/formatted/buggy_codes_GPT/Non-overlapping Intervals.java,../data/formatted/correct_codes/Non-overlapping Intervals.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Non-overlapping Intervals.java,Non-overlapping Intervals,,,,,0.8829500471232068,0.8597743309678543,-0.02317571615535252
Nth Digit,../data/formatted/buggy_codes_GPT/Nth Digit.java,../data/formatted/correct_codes/Nth Digit.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Nth Digit.java,Nth Digit,,,,,0.878876453401787,0.5558287526391513,-0.32304770076263567
Number of Boomerangs,../data/formatted/buggy_codes_GPT/Number of Boomerangs.java,../data/formatted/correct_codes/Number of Boomerangs.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number of Boomerangs.java,Number of Boomerangs,,,,,0.92476957039071,0.92476957039071,0.0
Number of Different Subsequences GCDs,../data/formatted/buggy_codes_GPT/Number of Different Subsequences GCDs.java,../data/formatted/correct_codes/Number of Different Subsequences GCDs.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number of Different Subsequences GCDs.java,Number of Different Subsequences GCDs,,,,,0.9568913144473007,0.9568913144473007,0.0
Number of Digit One,../data/formatted/buggy_codes_GPT/Number of Digit One.java,../data/formatted/correct_codes/Number of Digit One.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number of Digit One.java,Number of Digit One,,,,,0.8173051506738336,0.7518180801908931,-0.06548707048294045
Number of Good Leaf Nodes Pairs,../data/formatted/buggy_codes_GPT/Number of Good Leaf Nodes Pairs.java,../data/formatted/correct_codes/Number of Good Leaf Nodes Pairs.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number of Good Leaf Nodes Pairs.java,Number of Good Leaf Nodes Pairs,,,,,0.8858293963356245,0.8957236650174704,0.009894268681845841
Number of Good Pairs,../data/formatted/buggy_codes_GPT/Number of Good Pairs.java,../data/formatted/correct_codes/Number of Good Pairs.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number of Good Pairs.java,Number of Good Pairs,,,,,0.8860310777482032,0.9097117615238461,0.02368068377564292
Number of Longest Increasing Subsequence,../data/formatted/buggy_codes_GPT/Number of Longest Increasing Subsequence.java,../data/formatted/correct_codes/Number of Longest Increasing Subsequence.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number of Longest Increasing Subsequence.java,Number of Longest Increasing Subsequence,,,,,0.9208436174812988,0.9369869450005573,0.01614332751925851
Number of Pairs of Strings With Concatenation Equal to Target,../data/formatted/buggy_codes_GPT/Number of Pairs of Strings With Concatenation Equal to Target.java,../data/formatted/correct_codes/Number of Pairs of Strings With Concatenation Equal to Target.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number of Pairs of Strings With Concatenation Equal to Target.java,Number of Pairs of Strings With Concatenation Equal to Target,,,,,0.9363223898486391,0.953431118778181,0.01710872892954185
Number Of Rectangles That Can Form The Largest Square,../data/formatted/buggy_codes_GPT/Number Of Rectangles That Can Form The Largest Square.java,../data/formatted/correct_codes/Number Of Rectangles That Can Form The Largest Square.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number Of Rectangles That Can Form The Largest Square.java,Number Of Rectangles That Can Form The Largest Square,,,,,0.8799217613582658,0.8947911892082576,0.01486942784999179
Number of Strings That Appear as Substrings in Word,../data/formatted/buggy_codes_GPT/Number of Strings That Appear as Substrings in Word.java,../data/formatted/correct_codes/Number of Strings That Appear as Substrings in Word.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number of Strings That Appear as Substrings in Word.java,Number of Strings That Appear as Substrings in Word,,,,,0.8139852563209262,0.8753340216911709,0.061348765370244696
Number of Unique Good Subsequences,../data/formatted/buggy_codes_GPT/Number of Unique Good Subsequences.java,../data/formatted/correct_codes/Number of Unique Good Subsequences.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number of Unique Good Subsequences.java,Number of Unique Good Subsequences,,,,,0.978160283222537,0.9283233173451959,-0.0498369658773411
Number Of Ways To Reconstruct A Tree,../data/formatted/buggy_codes_GPT/Number Of Ways To Reconstruct A Tree.java,../data/formatted/correct_codes/Number Of Ways To Reconstruct A Tree.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number Of Ways To Reconstruct A Tree.java,Number Of Ways To Reconstruct A Tree,,,,,0.9319635956931431,0.8867332463027069,-0.04523034939043624
Number of Ways Where Square of Number Is Equal to Product of Two Numbers,../data/formatted/buggy_codes_GPT/Number of Ways Where Square of Number Is Equal to Product of Two Numbers.java,../data/formatted/correct_codes/Number of Ways Where Square of Number Is Equal to Product of Two Numbers.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Number of Ways Where Square of Number Is Equal to Product of Two Numbers.java,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,,,,,0.9181588373549355,0.9299565893058657,0.011797751950930135
Orderly Queue,../data/formatted/buggy_codes_GPT/Orderly Queue.java,../data/formatted/correct_codes/Orderly Queue.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Orderly Queue.java,Orderly Queue,,,,,0.8320507798831382,0.6581092277123902,-0.17394155217074803
Path Sum III,../data/formatted/buggy_codes_GPT/Path Sum III.java,../data/formatted/correct_codes/Path Sum III.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Path Sum III.java,Path Sum III,,,,,0.9443743114260477,0.9443743114260477,0.0
Perfect Squares,../data/formatted/buggy_codes_GPT/Perfect Squares.java,../data/formatted/correct_codes/Perfect Squares.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Perfect Squares.java,Perfect Squares,,,,,0.8068977471452451,0.8141383657605656,0.007240618615320549
Permutation Sequence,../data/formatted/buggy_codes_GPT/Permutation Sequence.java,../data/formatted/correct_codes/Permutation Sequence.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Permutation Sequence.java,Permutation Sequence,,,,,0.9047861886110282,0.6704747900897502,-0.23431139852127802
Poor Pigs,../data/formatted/buggy_codes_GPT/Poor Pigs.java,../data/formatted/correct_codes/Poor Pigs.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Poor Pigs.java,Poor Pigs,,,,,0.8715249781623235,0.9082468130689749,0.036721834906651374
"Pow(x, n)","../data/formatted/buggy_codes_GPT/Pow(x, n).java","../data/formatted/correct_codes/Pow(x, n).java","../data/formatted/debugged_GPTBuggyCodes_f_n/Pow(x, n).java","Pow(x, n)",,,,,0.9806284632736963,0.8612386599377465,-0.11938980333594984
Queens That Can Attack the King,../data/formatted/buggy_codes_GPT/Queens That Can Attack the King.java,../data/formatted/correct_codes/Queens That Can Attack the King.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Queens That Can Attack the King.java,Queens That Can Attack the King,,,,,0.9103696111250935,0.8614906853882522,-0.04887892573684127
Query Kth Smallest Trimmed Number,../data/formatted/buggy_codes_GPT/Query Kth Smallest Trimmed Number.java,../data/formatted/correct_codes/Query Kth Smallest Trimmed Number.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Query Kth Smallest Trimmed Number.java,Query Kth Smallest Trimmed Number,,,,,0.9167974641520072,0.9047813563763898,-0.012016107775617457
Range Frequency Queries,../data/formatted/buggy_codes_GPT/Range Frequency Queries.java,../data/formatted/correct_codes/Range Frequency Queries.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Range Frequency Queries.java,Range Frequency Queries,,,,,0.006097560975609756,0.07818706001283757,0.0720894990372278
Rank Transform of a Matrix,../data/formatted/buggy_codes_GPT/Rank Transform of a Matrix.java,../data/formatted/correct_codes/Rank Transform of a Matrix.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Rank Transform of a Matrix.java,Rank Transform of a Matrix,,,,,0.5486776986126642,0.7418904472879555,0.19321274867529126
Reachable Nodes In Subdivided Graph,../data/formatted/buggy_codes_GPT/Reachable Nodes In Subdivided Graph.java,../data/formatted/correct_codes/Reachable Nodes In Subdivided Graph.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Reachable Nodes In Subdivided Graph.java,Reachable Nodes In Subdivided Graph,,,,,0.9036523098749476,0.9083252070712092,0.004672897196261627
Rearrange Spaces Between Words,../data/formatted/buggy_codes_GPT/Rearrange Spaces Between Words.java,../data/formatted/correct_codes/Rearrange Spaces Between Words.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Rearrange Spaces Between Words.java,Rearrange Spaces Between Words,,,,,0.47482723043304764,0.9250140622398503,0.45018683180680263
Remove All Adjacent Duplicates In String,../data/formatted/buggy_codes_GPT/Remove All Adjacent Duplicates In String.java,../data/formatted/correct_codes/Remove All Adjacent Duplicates In String.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Remove All Adjacent Duplicates In String.java,Remove All Adjacent Duplicates In String,,,,,0.8409213677028248,0.8765131894541496,0.035591821751324804
Remove Duplicates from Sorted List,../data/formatted/buggy_codes_GPT/Remove Duplicates from Sorted List.java,../data/formatted/correct_codes/Remove Duplicates from Sorted List.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Remove Duplicates from Sorted List.java,Remove Duplicates from Sorted List,,,,,0.8252673620716817,0.8449129656345284,0.019645603562846725
Remove Element,../data/formatted/buggy_codes_GPT/Remove Element.java,../data/formatted/correct_codes/Remove Element.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Remove Element.java,Remove Element,,,,,0.8456958465341402,0.9013051960546463,0.05560934952050611
Remove Zero Sum Consecutive Nodes from Linked List,../data/formatted/buggy_codes_GPT/Remove Zero Sum Consecutive Nodes from Linked List.java,../data/formatted/correct_codes/Remove Zero Sum Consecutive Nodes from Linked List.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Remove Zero Sum Consecutive Nodes from Linked List.java,Remove Zero Sum Consecutive Nodes from Linked List,,,,,0.8094827962742895,0.8200022240932725,0.010519427818982963
Reorder List,../data/formatted/buggy_codes_GPT/Reorder List.java,../data/formatted/correct_codes/Reorder List.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Reorder List.java,Reorder List,,,,,0.602291158075775,0.6099279904952768,0.007636832419501749
Replace All Digits with Characters,../data/formatted/buggy_codes_GPT/Replace All Digits with Characters.java,../data/formatted/correct_codes/Replace All Digits with Characters.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Replace All Digits with Characters.java,Replace All Digits with Characters,,,,,0.8564556917412592,0.8564556917412592,0.0
Robot Return to Origin,../data/formatted/buggy_codes_GPT/Robot Return to Origin.java,../data/formatted/correct_codes/Robot Return to Origin.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Robot Return to Origin.java,Robot Return to Origin,,,,,0.9418086927282459,0.9531804037472922,0.011371711019046327
Rotate Image,../data/formatted/buggy_codes_GPT/Rotate Image.java,../data/formatted/correct_codes/Rotate Image.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Rotate Image.java,Rotate Image,,,,,0.9321778755352887,0.9489398451079015,0.016761969572612778
