problem_name,bug_path,correct_path,debugged_path,bug_type,codebleu_bug,codebleu_debugged,codebleu_diff,coderouge_bug,coderouge_debugged,coderouge_diff,codef1_bug,codef1_debugged,codef1_diff
Four Divisors,../data/formatted/buggy_codes_GPT/Four Divisors.java,../data/formatted/correct_codes/Four Divisors.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Four Divisors.java,Four Divisors,0.8617818770937868,0.8344841544107655,-0.02729772268302133,0.864809877120183,0.8353542846349283,-0.029455592485254645,0.8632865481921841,0.834814912838373,-0.028471635353811142
Fraction Addition and Subtraction,../data/formatted/buggy_codes_GPT/Fraction Addition and Subtraction.java,../data/formatted/correct_codes/Fraction Addition and Subtraction.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Fraction Addition and Subtraction.java,Fraction Addition and Subtraction,0.9469493810598628,0.9249993396424626,-0.0219500414174002,0.9469493810598628,0.9194904677654596,-0.027458913294403198,0.9469493810598628,0.9222173040880748,-0.02473207697178803
Game of Life,../data/formatted/buggy_codes_GPT/Game of Life.java,../data/formatted/correct_codes/Game of Life.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Game of Life.java,Game of Life,0.5139293305256776,0.6572666172603676,0.14333728673469004,0.4539569935677886,0.6088400436068931,0.15488305003910452,0.4682450365384684,0.6252973500513138,0.15705231351284543
Get Biggest Three Rhombus Sums in a Grid,../data/formatted/buggy_codes_GPT/Get Biggest Three Rhombus Sums in a Grid.java,../data/formatted/correct_codes/Get Biggest Three Rhombus Sums in a Grid.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Get Biggest Three Rhombus Sums in a Grid.java,Get Biggest Three Rhombus Sums in a Grid,0.9400559157019256,0.8112204970474207,-0.12883541865450487,0.9408111887976243,0.7601297976511352,-0.18068139114648907,0.9404329792049375,0.7716729376204272,-0.1687600415845103
Get the Maximum Score,../data/formatted/buggy_codes_GPT/Get the Maximum Score.java,../data/formatted/correct_codes/Get the Maximum Score.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Get the Maximum Score.java,Get the Maximum Score,0.8932017065563252,0.5787203805347213,-0.31448132602160395,0.8932017065563252,0.5675142265825619,-0.32568747997376335,0.8932017065563252,0.5715823834173656,-0.3216193231389597
Greatest English Letter in Upper and Lower Case,../data/formatted/buggy_codes_GPT/Greatest English Letter in Upper and Lower Case.java,../data/formatted/correct_codes/Greatest English Letter in Upper and Lower Case.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Greatest English Letter in Upper and Lower Case.java,Greatest English Letter in Upper and Lower Case,0.8951755011784437,0.3472463419471086,-0.5479291592313351,0.8948798574457418,0.3034395102947809,-0.5914403471509609,0.8949975398377387,0.3153413041559311,-0.5796562356818076
Guess Number Higher or Lower,../data/formatted/buggy_codes_GPT/Guess Number Higher or Lower.java,../data/formatted/correct_codes/Guess Number Higher or Lower.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Guess Number Higher or Lower.java,Guess Number Higher or Lower,0.8753332040672184,0.5433800047028816,-0.33195319936433676,0.8719859157862515,0.5207562652666196,-0.35122965051963195,0.8733871613724173,0.5295731591513622,-0.3438140022210552
H-Index,../data/formatted/buggy_codes_GPT/H-Index.java,../data/formatted/correct_codes/H-Index.java,../data/formatted/debugged_GPTBuggyCodes_0_n/H-Index.java,H-Index,0.8766111898439914,0.9045860158436486,0.02797482599965717,0.8620800227247292,0.9045860158436486,0.04250599311891945,0.8690023429042486,0.9045860158436486,0.03558367293940001
House Robber II,../data/formatted/buggy_codes_GPT/House Robber II.java,../data/formatted/correct_codes/House Robber II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/House Robber II.java,House Robber II,0.927865348556649,0.9212817615812459,-0.006583586975403177,0.9209218557365415,0.919676748622015,-0.0012451071145265225,0.9243383305571763,0.9203560897795742,-0.00398224077760212
Insert Delete GetRandom O(1) - Duplicates allowed,../data/formatted/buggy_codes_GPT/Insert Delete GetRandom O(1) - Duplicates allowed.java,../data/formatted/correct_codes/Insert Delete GetRandom O(1) - Duplicates allowed.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Insert Delete GetRandom O(1) - Duplicates allowed.java,Insert Delete GetRandom O(1) - Duplicates allowed,0.8478994736875566,0.384958109712224,-0.4629413639753326,0.8478994736875566,0.3691839651766725,-0.47871550851088407,0.8478994736875566,0.3748758366313288,-0.4730236370562278
Insert into a Binary Search Tree,../data/formatted/buggy_codes_GPT/Insert into a Binary Search Tree.java,../data/formatted/correct_codes/Insert into a Binary Search Tree.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Insert into a Binary Search Tree.java,Insert into a Binary Search Tree,0.9093985031073732,0.9408074726574155,0.03140896955004224,0.8901875116120972,0.9408074726574155,0.050619961045318296,0.8992248204133831,0.9408074726574155,0.04158265224403235
Intersection of Two Arrays II,../data/formatted/buggy_codes_GPT/Intersection of Two Arrays II.java,../data/formatted/correct_codes/Intersection of Two Arrays II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Intersection of Two Arrays II.java,Intersection of Two Arrays II,0.878641632425406,0.897679273167437,0.01903764074203096,0.8814817821180017,0.8877181783115176,0.006236396193515903,0.8800534987465808,0.8877181783115176,0.007664679564936772
Island Perimeter,../data/formatted/buggy_codes_GPT/Island Perimeter.java,../data/formatted/correct_codes/Island Perimeter.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Island Perimeter.java,Island Perimeter,0.803470406122412,0.7979161357209746,-0.005554270401437411,0.8096928134404466,0.8021081366703932,-0.007584676770053478,0.8055559281940022,0.7986889707145374,-0.006866957479464864
K-diff Pairs in an Array,../data/formatted/buggy_codes_GPT/K-diff Pairs in an Array.java,../data/formatted/correct_codes/K-diff Pairs in an Array.java,../data/formatted/debugged_GPTBuggyCodes_0_n/K-diff Pairs in an Array.java,K-diff Pairs in an Array,0.9074962278643919,0.9213291564212991,0.013832928556907209,0.8970086478231005,0.9249020866728369,0.027893438849736385,0.9020077508360121,0.9230231200807361,0.021015369244723914
Kids With the Greatest Number of Candies,../data/formatted/buggy_codes_GPT/Kids With the Greatest Number of Candies.java,../data/formatted/correct_codes/Kids With the Greatest Number of Candies.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Kids With the Greatest Number of Candies.java,Kids With the Greatest Number of Candies,0.8965435578061506,0.9132476911926346,0.01670413338648402,0.8914882546695847,0.9132476911926346,0.021759436523049902,0.893963464181487,0.9132476911926346,0.019284227011147625
Koko Eating Bananas,../data/formatted/buggy_codes_GPT/Koko Eating Bananas.java,../data/formatted/correct_codes/Koko Eating Bananas.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Koko Eating Bananas.java,Koko Eating Bananas,0.9462829214066708,0.8833668294499838,-0.06291609195668701,0.9462829214066708,0.8845367357589176,-0.06174618564775325,0.9462829214066708,0.8837132677985997,-0.0625696536080711
Kth Ancestor of a Tree Node,../data/formatted/buggy_codes_GPT/Kth Ancestor of a Tree Node.java,../data/formatted/correct_codes/Kth Ancestor of a Tree Node.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Kth Ancestor of a Tree Node.java,Kth Ancestor of a Tree Node,0.8927030218669426,0.5232194245486061,-0.36948359731833647,0.8896439055041887,0.48441793732228033,-0.40522596818190837,0.8911602997212172,0.4981863947005915,-0.39297390502062574
Largest Component Size by Common Factor,../data/formatted/buggy_codes_GPT/Largest Component Size by Common Factor.java,../data/formatted/correct_codes/Largest Component Size by Common Factor.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Largest Component Size by Common Factor.java,Largest Component Size by Common Factor,0.8975877116378905,0.3169099633846625,-0.580677748253228,0.8972087437136125,0.2691571134081061,-0.6280516303055064,0.8973958887378918,0.28440537083059664,-0.6129905179072952
Largest Merge Of Two Strings,../data/formatted/buggy_codes_GPT/Largest Merge Of Two Strings.java,../data/formatted/correct_codes/Largest Merge Of Two Strings.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Largest Merge Of Two Strings.java,Largest Merge Of Two Strings,0.5155944549272167,0.5147553858049583,-0.0008390691222583957,0.48052053776773596,0.4922364764129942,0.011715938645258217,0.494633090159681,0.5008666447360579,0.006233554576376921
Latest Time by Replacing Hidden Digits,../data/formatted/buggy_codes_GPT/Latest Time by Replacing Hidden Digits.java,../data/formatted/correct_codes/Latest Time by Replacing Hidden Digits.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Latest Time by Replacing Hidden Digits.java,Latest Time by Replacing Hidden Digits,0.9340482328425099,0.953105886922269,0.019057654079759123,0.9313474103215393,0.953105886922269,0.021758476600729715,0.9326687707141842,0.953105886922269,0.02043711620808486
Length of Last Word,../data/formatted/buggy_codes_GPT/Length of Last Word.java,../data/formatted/correct_codes/Length of Last Word.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Length of Last Word.java,Length of Last Word,0.908260890290528,0.8840934121859902,-0.024167478104537787,0.9068779997133536,0.8807015950000102,-0.02617640471334337,0.9075615575426739,0.8823405364818605,-0.025221021060813364
Linked List Cycle II,../data/formatted/buggy_codes_GPT/Linked List Cycle II.java,../data/formatted/correct_codes/Linked List Cycle II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Linked List Cycle II.java,Linked List Cycle II,0.7211598833726294,0.5615108731970151,-0.15964901017561428,0.7172781847671379,0.5008666949425866,-0.21641148982455127,0.7188241069703902,0.5215796029433282,-0.19724450402706206
Longest Binary Subsequence Less Than or Equal to K,../data/formatted/buggy_codes_GPT/Longest Binary Subsequence Less Than or Equal to K.java,../data/formatted/correct_codes/Longest Binary Subsequence Less Than or Equal to K.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Longest Binary Subsequence Less Than or Equal to K.java,Longest Binary Subsequence Less Than or Equal to K,0.5356700846232391,0.3257030946459599,-0.20996698997727914,0.4845775339001164,0.27675922793343155,-0.20781830596668482,0.5004425869671806,0.29087127586290046,-0.20957131110428012
Longest Common Prefix,../data/formatted/buggy_codes_GPT/Longest Common Prefix.java,../data/formatted/correct_codes/Longest Common Prefix.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Longest Common Prefix.java,Longest Common Prefix,0.9012645328788091,0.7021834688062918,-0.19908106407251736,0.9007803009947493,0.6852428713455637,-0.21553742964918554,0.90102151817043,0.692383017812531,-0.208638500357899
Longest Harmonious Subsequence,../data/formatted/buggy_codes_GPT/Longest Harmonious Subsequence.java,../data/formatted/correct_codes/Longest Harmonious Subsequence.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Longest Harmonious Subsequence.java,Longest Harmonious Subsequence,0.9374820002575902,0.924062934701022,-0.013419065556568244,0.9344929816697718,0.9178872152659329,-0.01660576640383893,0.9359375028901423,0.9208440695418952,-0.015093433348247087
Longest Substring Of All Vowels in Order,../data/formatted/buggy_codes_GPT/Longest Substring Of All Vowels in Order.java,../data/formatted/correct_codes/Longest Substring Of All Vowels in Order.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Longest Substring Of All Vowels in Order.java,Longest Substring Of All Vowels in Order,0.9125508927807642,0.8937005209881528,-0.018850371792611398,0.9125508927807642,0.8832024141689939,-0.029348478611770257,0.9125508927807641,0.8882750770378132,-0.0242758157429509
Longest Valid Parentheses,../data/formatted/buggy_codes_GPT/Longest Valid Parentheses.java,../data/formatted/correct_codes/Longest Valid Parentheses.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Longest Valid Parentheses.java,Longest Valid Parentheses,0.9307044850510193,0.9307044850510193,0.0,0.9307044850510193,0.9307044850510193,0.0,0.9307044850510193,0.9307044850510193,0.0
Majority Element,../data/formatted/buggy_codes_GPT/Majority Element.java,../data/formatted/correct_codes/Majority Element.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Majority Element.java,Majority Element,0.22063030030117745,0.22063030030117745,0.0,0.25924884440989154,0.25924884440989154,0.0,0.22768948885370052,0.22768948885370052,0.0
Max Consecutive Ones III,../data/formatted/buggy_codes_GPT/Max Consecutive Ones III.java,../data/formatted/correct_codes/Max Consecutive Ones III.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Max Consecutive Ones III.java,Max Consecutive Ones III,0.8237639600940951,0.8237639600940951,0.0,0.8359589535693386,0.8359589535693386,0.0,0.8293932906678352,0.8293932906678352,0.0
Maximize Distance to Closest Person,../data/formatted/buggy_codes_GPT/Maximize Distance to Closest Person.java,../data/formatted/correct_codes/Maximize Distance to Closest Person.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Maximize Distance to Closest Person.java,Maximize Distance to Closest Person,0.6541404957284295,0.5818902545079545,-0.07225024122047496,0.629317114818277,0.5061760349961983,-0.12314107982207867,0.6382978256960048,0.525525914925322,-0.11277191077068283
Maximum AND Sum of Array,../data/formatted/buggy_codes_GPT/Maximum AND Sum of Array.java,../data/formatted/correct_codes/Maximum AND Sum of Array.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Maximum AND Sum of Array.java,Maximum AND Sum of Array,0.9587864556937482,0.8934252358920519,-0.06536121980169629,0.9543621861630012,0.8681708239400046,-0.08619136222299661,0.9565332343617503,0.876967614858187,-0.07956561950356333
Maximum Count of Positive Integer and Negative Integer,../data/formatted/buggy_codes_GPT/Maximum Count of Positive Integer and Negative Integer.java,../data/formatted/correct_codes/Maximum Count of Positive Integer and Negative Integer.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Maximum Count of Positive Integer and Negative Integer.java,Maximum Count of Positive Integer and Negative Integer,0.916103674772641,0.9176977217414444,0.0015940469688033865,0.916103674772641,0.9176977217414444,0.0015940469688033865,0.916103674772641,0.9176977217414444,0.0015940469688033865
Maximum Equal Frequency,../data/formatted/buggy_codes_GPT/Maximum Equal Frequency.java,../data/formatted/correct_codes/Maximum Equal Frequency.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Maximum Equal Frequency.java,Maximum Equal Frequency,0.1572791839853281,0.9308358191242206,0.7735566351388925,0.15488804543849097,0.911603321921999,0.756715276483508,0.15525220996716188,0.9151619043637444,0.7599096943965826
Maximum Number of Events That Can Be Attended II,../data/formatted/buggy_codes_GPT/Maximum Number of Events That Can Be Attended II.java,../data/formatted/correct_codes/Maximum Number of Events That Can Be Attended II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Maximum Number of Events That Can Be Attended II.java,Maximum Number of Events That Can Be Attended II,0.9650021659807237,0.6697326964438989,-0.29526946953682487,0.9650021659807237,0.6450561528761848,-0.31994601310453896,0.9650021659807237,0.6559162791319048,-0.309085886848819
Maximum Number of Moves in a Grid,../data/formatted/buggy_codes_GPT/Maximum Number of Moves in a Grid.java,../data/formatted/correct_codes/Maximum Number of Moves in a Grid.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Maximum Number of Moves in a Grid.java,Maximum Number of Moves in a Grid,0.93458068275947,0.6001580246903694,-0.33442265806910065,0.9312175007707226,0.5703970086937915,-0.3608204920769311,0.9328785958335608,0.5802218380321437,-0.35265675780141714
Maximum Number of Pairs in Array,../data/formatted/buggy_codes_GPT/Maximum Number of Pairs in Array.java,../data/formatted/correct_codes/Maximum Number of Pairs in Array.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Maximum Number of Pairs in Array.java,Maximum Number of Pairs in Array,0.8482816290697353,0.4164384319989596,-0.4318431970707757,0.8482816290697353,0.4170029994961317,-0.4312786295736036,0.8482816290697353,0.4142628811906015,-0.43401874787913375
Maximum Product of the Length of Two Palindromic Substrings,../data/formatted/buggy_codes_GPT/Maximum Product of the Length of Two Palindromic Substrings.java,../data/formatted/correct_codes/Maximum Product of the Length of Two Palindromic Substrings.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Maximum Product of the Length of Two Palindromic Substrings.java,Maximum Product of the Length of Two Palindromic Substrings,0.9562976135381986,0.7460554801644126,-0.21024213337378606,0.9562976135381986,0.6937061276202744,-0.26259148591792425,0.9562976135381986,0.7101746813249954,-0.24612293221320325
Maximum Subarray Sum with One Deletion,../data/formatted/buggy_codes_GPT/Maximum Subarray Sum with One Deletion.java,../data/formatted/correct_codes/Maximum Subarray Sum with One Deletion.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Maximum Subarray Sum with One Deletion.java,Maximum Subarray Sum with One Deletion,0.09557768035003025,0.09251723463981835,-0.003060445710211898,0.09209476928422389,0.08983663922022589,-0.0022581300639979984,0.09257019560049945,0.09046379460971003,-0.002106400990789417
Median of Two Sorted Arrays,../data/formatted/buggy_codes_GPT/Median of Two Sorted Arrays.java,../data/formatted/correct_codes/Median of Two Sorted Arrays.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Median of Two Sorted Arrays.java,Median of Two Sorted Arrays,0.6378683199509271,0.4771565798107556,-0.16071174014017148,0.6100494343540241,0.44675261292314544,-0.1632968214308787,0.6213627896213085,0.45826248193041835,-0.16310030769089018
Merge Nodes in Between Zeros,../data/formatted/buggy_codes_GPT/Merge Nodes in Between Zeros.java,../data/formatted/correct_codes/Merge Nodes in Between Zeros.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Merge Nodes in Between Zeros.java,Merge Nodes in Between Zeros,0.9165626858358265,0.8670946569147265,-0.049468028921099916,0.9165626858358265,0.8507531736056144,-0.06580951223021203,0.9165626858358265,0.8586041453746295,-0.05795854046119697
Middle of the Linked List,../data/formatted/buggy_codes_GPT/Middle of the Linked List.java,../data/formatted/correct_codes/Middle of the Linked List.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Middle of the Linked List.java,Middle of the Linked List,0.893200456252127,0.893200456252127,0.0,0.893200456252127,0.893200456252127,0.0,0.893200456252127,0.893200456252127,0.0
Minimize Malware Spread,../data/formatted/buggy_codes_GPT/Minimize Malware Spread.java,../data/formatted/correct_codes/Minimize Malware Spread.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimize Malware Spread.java,Minimize Malware Spread,0.8534487477784298,0.8834531184564195,0.030004370677989667,0.8631713833229928,0.8596688999420615,-0.003502483380931287,0.8581223201402151,0.8639860987701666,0.005863778629951577
Minimum Adjacent Swaps to Reach the Kth Smallest Number,../data/formatted/buggy_codes_GPT/Minimum Adjacent Swaps to Reach the Kth Smallest Number.java,../data/formatted/correct_codes/Minimum Adjacent Swaps to Reach the Kth Smallest Number.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Adjacent Swaps to Reach the Kth Smallest Number.java,Minimum Adjacent Swaps to Reach the Kth Smallest Number,0.9113261261468991,0.48684784418348537,-0.42447828196341375,0.9113261261468991,0.45424578963781426,-0.45708033650908486,0.9113261261468991,0.46599576161545075,-0.44533036453144836
Minimum Amount of Time to Fill Cups,../data/formatted/buggy_codes_GPT/Minimum Amount of Time to Fill Cups.java,../data/formatted/correct_codes/Minimum Amount of Time to Fill Cups.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Amount of Time to Fill Cups.java,Minimum Amount of Time to Fill Cups,0.20472697467140322,0.8662764016725507,0.6615494270011475,0.20032975151904286,0.857420453688728,0.6570907021696851,0.20140678251052924,0.8616967889933655,0.6602900064828363
Minimum Consecutive Cards to Pick Up,../data/formatted/buggy_codes_GPT/Minimum Consecutive Cards to Pick Up.java,../data/formatted/correct_codes/Minimum Consecutive Cards to Pick Up.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Consecutive Cards to Pick Up.java,Minimum Consecutive Cards to Pick Up,0.9153591927982087,0.909501708151226,-0.005857484646982658,0.9015129459612516,0.8983335813674498,-0.003179364593801859,0.9081382266828798,0.9033715751821798,-0.004766651500699992
Minimum Cost to Cut a Stick,../data/formatted/buggy_codes_GPT/Minimum Cost to Cut a Stick.java,../data/formatted/correct_codes/Minimum Cost to Cut a Stick.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Cost to Cut a Stick.java,Minimum Cost to Cut a Stick,0.9478150355897751,0.675002880747736,-0.27281215484203913,0.9433408101879857,0.6345352920447496,-0.3088055181432361,0.9455559268185152,0.6482427935095387,-0.29731313330897646
Minimum Deletions to Make Character Frequencies Unique,../data/formatted/buggy_codes_GPT/Minimum Deletions to Make Character Frequencies Unique.java,../data/formatted/correct_codes/Minimum Deletions to Make Character Frequencies Unique.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Deletions to Make Character Frequencies Unique.java,Minimum Deletions to Make Character Frequencies Unique,0.8590398056258679,0.8778669995542963,0.018827193928428354,0.8579434775247783,0.8778669995542963,0.01992352202951797,0.858487663159665,0.8778669995542963,0.019379336394631297
Minimum Falling Path Sum II,../data/formatted/buggy_codes_GPT/Minimum Falling Path Sum II.java,../data/formatted/correct_codes/Minimum Falling Path Sum II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Falling Path Sum II.java,Minimum Falling Path Sum II,0.25371853504139974,0.10313930471655454,-0.15057923032484521,0.20545594882116988,0.10880582195756744,-0.09665012686360244,0.2200860521767898,0.10222594509019853,-0.11786010708659128
Minimum Initial Energy to Finish Tasks,../data/formatted/buggy_codes_GPT/Minimum Initial Energy to Finish Tasks.java,../data/formatted/correct_codes/Minimum Initial Energy to Finish Tasks.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Initial Energy to Finish Tasks.java,Minimum Initial Energy to Finish Tasks,0.874584435620285,0.9107449519467272,0.03616051632644224,0.8679121209714444,0.9107449519467272,0.04283283097528279,0.8712148312480643,0.9107449519467272,0.03953012069866291
Minimum Insertion Steps to Make a String Palindrome,../data/formatted/buggy_codes_GPT/Minimum Insertion Steps to Make a String Palindrome.java,../data/formatted/correct_codes/Minimum Insertion Steps to Make a String Palindrome.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Insertion Steps to Make a String Palindrome.java,Minimum Insertion Steps to Make a String Palindrome,0.9501837037161163,0.9380202502611773,-0.012163453454938966,0.9497698296877098,0.9310947397351006,-0.018675089952609247,0.9499758726078392,0.9344671065436815,-0.015508766064157742
Minimum Length of String After Deleting Similar Ends,../data/formatted/buggy_codes_GPT/Minimum Length of String After Deleting Similar Ends.java,../data/formatted/correct_codes/Minimum Length of String After Deleting Similar Ends.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Length of String After Deleting Similar Ends.java,Minimum Length of String After Deleting Similar Ends,0.8356160022057891,0.8356160022057891,0.0,0.840772610754785,0.840772610754785,0.0,0.8381669293024112,0.8381669293024112,0.0
Minimum Limit of Balls in a Bag,../data/formatted/buggy_codes_GPT/Minimum Limit of Balls in a Bag.java,../data/formatted/correct_codes/Minimum Limit of Balls in a Bag.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Limit of Balls in a Bag.java,Minimum Limit of Balls in a Bag,0.9222622579804872,0.8740605441234643,-0.048201713857022876,0.9212808366298996,0.8707425074286507,-0.0505383292012489,0.9217677564555409,0.8723646555063601,-0.04940310094918077
Minimum Moves to Equal Array Elements II,../data/formatted/buggy_codes_GPT/Minimum Moves to Equal Array Elements II.java,../data/formatted/correct_codes/Minimum Moves to Equal Array Elements II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Moves to Equal Array Elements II.java,Minimum Moves to Equal Array Elements II,0.827094834961931,0.827094834961931,0.0,0.8113860230129802,0.8113860230129802,0.0,0.8178180981565557,0.8178180981565557,0.0
Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,../data/formatted/buggy_codes_GPT/Minimum Number of Flips to Convert Binary Matrix to Zero Matrix.java,../data/formatted/correct_codes/Minimum Number of Flips to Convert Binary Matrix to Zero Matrix.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Number of Flips to Convert Binary Matrix to Zero Matrix.java,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,0.9568799349977697,0.9459716356644716,-0.010908299333298066,0.9568799349977697,0.9471996662896389,-0.009680268708130768,0.9568799349977697,0.9465518288084178,-0.010328106189351871
Minimum Number of Moves to Make Palindrome,../data/formatted/buggy_codes_GPT/Minimum Number of Moves to Make Palindrome.java,../data/formatted/correct_codes/Minimum Number of Moves to Make Palindrome.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Number of Moves to Make Palindrome.java,Minimum Number of Moves to Make Palindrome,0.5246263100974209,0.8816472332305065,0.35702092313308564,0.5001070632573225,0.87346643908131,0.3733593758239876,0.5094722060282062,0.87346643908131,0.36399423305310386
Minimum Number of Operations to Convert Time,../data/formatted/buggy_codes_GPT/Minimum Number of Operations to Convert Time.java,../data/formatted/correct_codes/Minimum Number of Operations to Convert Time.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Number of Operations to Convert Time.java,Minimum Number of Operations to Convert Time,0.9109429310496315,0.9109429310496315,0.0,0.9052348338978502,0.9052348338978502,0.0,0.9080245016991405,0.9080245016991405,0.0
Minimum Number of Operations to Move All Balls to Each Box,../data/formatted/buggy_codes_GPT/Minimum Number of Operations to Move All Balls to Each Box.java,../data/formatted/correct_codes/Minimum Number of Operations to Move All Balls to Each Box.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Number of Operations to Move All Balls to Each Box.java,Minimum Number of Operations to Move All Balls to Each Box,0.9023528374707462,0.9393729227336547,0.03702008526290845,0.8877015528969814,0.9393729227336547,0.05167136983667331,0.8948080509856773,0.9393729227336547,0.04456487174797741
Minimum Operations to Convert Number,../data/formatted/buggy_codes_GPT/Minimum Operations to Convert Number.java,../data/formatted/correct_codes/Minimum Operations to Convert Number.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Operations to Convert Number.java,Minimum Operations to Convert Number,0.89755093483799,0.7975796372344125,-0.09997129760357748,0.8958734529401454,0.7689861741038712,-0.12688727883627426,0.8966880484807027,0.78003996691852,-0.11664808156218276
Minimum Operations to Make a Subsequence,../data/formatted/buggy_codes_GPT/Minimum Operations to Make a Subsequence.java,../data/formatted/correct_codes/Minimum Operations to Make a Subsequence.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Operations to Make a Subsequence.java,Minimum Operations to Make a Subsequence,0.9237150427725735,0.9308364986757001,0.007121455903126517,0.9193822636792157,0.9308364986757001,0.011454234996484347,0.9215204838290156,0.9308364986757001,0.009316014846684428
Minimum Operations to Make the Array K-Increasing,../data/formatted/buggy_codes_GPT/Minimum Operations to Make the Array K-Increasing.java,../data/formatted/correct_codes/Minimum Operations to Make the Array K-Increasing.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Operations to Make the Array K-Increasing.java,Minimum Operations to Make the Array K-Increasing,0.9350699539920209,0.9279216874595484,-0.007148266532472469,0.9300809086338417,0.9185792469074002,-0.011501661726441514,0.9325372496956799,0.9231132077538928,-0.009424041941787031
Minimum Remove to Make Valid Parentheses,../data/formatted/buggy_codes_GPT/Minimum Remove to Make Valid Parentheses.java,../data/formatted/correct_codes/Minimum Remove to Make Valid Parentheses.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Remove to Make Valid Parentheses.java,Minimum Remove to Make Valid Parentheses,0.8800170063228213,0.5568575574434151,-0.3231594488794062,0.8800170063228213,0.5322646034824094,-0.34775240284041187,0.8800170063228213,0.5414606879185667,-0.3385563184042546
Minimum Sum of Four Digit Number After Splitting Digits,../data/formatted/buggy_codes_GPT/Minimum Sum of Four Digit Number After Splitting Digits.java,../data/formatted/correct_codes/Minimum Sum of Four Digit Number After Splitting Digits.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Minimum Sum of Four Digit Number After Splitting Digits.java,Minimum Sum of Four Digit Number After Splitting Digits,0.502353614180123,0.9196025585139025,0.41724894433377946,0.45813515781355263,0.9196025585139025,0.46146740070034986,0.4745847286888587,0.9196025585139025,0.4450178298250438
